,text
28,"I wasn’t following news out of Michigan in 2009, so I found that out since, but yeah, I’m not surprised. I mean, if an organization needs to cut costs, then that can involve layoffs."
29,"BA: Another of your clients, Loblaws, the grocery chain, has since said that it was involved in the price fixing of bread during the time that you were analyzing grocery prices for them. I’m curious first, just, did you analyze the price of bread for them? Is that part of your agreement?"
30,"In December 2017, Loblaws admitted to participating in a more than 14-year-long scheme to inflate the price of packaged bread. The revelation came from a Competition Bureau criminal investigation into the country’s bread price-fixing."
31,"Not in any detail. Basically the way my job worked was, they have about 50,000 items that they sold and I was creating and then crunching a database. What we would do is we would figure out, based on a year’s worth of sales, if they tried to cut a certain percent off their prices across a certain number of hundreds of stores, what would the impact of that be? So, bread was probably one of the U.P.C. codes in there, but I didn’t pay attention to one product over another."
32,Mr. Buttigieg was tasked with building an analysis that could help the company cut its prices without hurting the bottom line.
33,"BA: When you were working at McKinsey, did you understand the company’s purpose to be exclusively maximizing its own profitability? Did you understand the purpose of the companies you worked for to be exclusively to maximize their profitability?"
34,"Well, many of my clients as, you know, were public sector and nonprofits, so obviously their function is not about profitability. But yes, I worked for a company, a for-profit company."
35,"Two-thirds of Mr. Buttigieg’s clients at McKinsey were nonprofit or public sector, including the Energy Foundation, the Natural Resources Defense Council, the Environmental Protection Agency, the Department of Energy, the Postal Service and the Department of Defense."
36,"BA: Do you think that that should be the sole mission of a corporation, though, to maximize profitability?"
37,"Well, I think that there’s something to be said for the dialogue that’s happening with, for example, what’s going on in the Business Roundtable, but also this is where policy needs to come in. We can’t expect corporate America to spontaneously change what it is about, without imposing different kinds of left and right boundaries."
38,"In August, the Business Roundtable, a lobbying organization that represents many of the country’s largest companies, issued a statement redefining the purpose of a corporation. In addition to advancing the interests of shareholders, the group said, companies must also protect the environment, invest in employees and commit to ethical engagement with suppliers. Read the statement here."
39,"To me, where the public sector and the function of regulation meets what private companies do is precisely to set up those kinds of boundaries. I welcome any time a company undertakes what is called corporate social responsibility, charitable activity or other factors in what they care about. I have been very interested to see the development of things like a B Corps, which has been a big conversation, especially around South Bend actually. Because one of the pioneering ones was a company called Better World Books that grew kind of up and around Notre Dame. But I also don’t think we should be naïve about how corporations behave unless they are regulated to ensure that their profit-seeking activities don’t cause harm."
40,"B Corporations are companies certified for meeting high social, ethical and environmental standards. Better World Books, an online bookseller, became a founding B Corp in 2007. B Corps are certified by a nonprofit called B Lab. There are now more than 3,000 such businesses."
41,"KK: In your view, if a company engages in criminal conduct, are the employees responsible for that conduct?"
42,"Well, obviously there’s a whole theory in law about how liability works, but yeah, if somebody undertakes illegal behavior, they are as a general rule liable and should be."
43,"BA: But bring that down to the practical level then: If you’re working for a consultant to a company that’s engaged in a massive price-fixing scheme, what’s your responsibility?"
44,"Well, if you have anything to do with any wrongdoing, then you’re responsible."
45,BA: You have criticized some of McKinsey’s more recent engagements with clients. Do you think that something fundamental has changed about the company since you left?
46,"In December, ProPublica and The Times reported that McKinsey consultants had recommended in 2017 that Immigrations and Customs Enforcement cut spending on food and medical care for detained migrants. When asked about the reporting at a campaign event, Mr. Buttigieg said: “The decision to do what was reported yesterday in The Times is disgusting. And as somebody who left the firm a decade ago, seeing what certain people in that firm have decided to do is extremely frustrating and extremely disappointing.”"
47,"It’s difficult from the outside looking in to gauge whether this reflects some kind of systemic shift or whether they just have a failure in terms of their guardrails. When I was there, there was a lot of talk about values. Firm values. Now, a lot of that was around impact and making sure that you put the client’s interest first. There’s one story that they were proud of that I remember was part of our training. Where they had gotten some big contract to help a large multinational move into China, and it was going to lead to tons of work. But in the initial analysis, while they were doing their first round of work, the conclusion they reached was that this company shouldn’t go to China at all. So, the story, at least the story as it was told within the firm, was that they gave the right advice, even though it cost them, right? So, you would hear a lot about a certain kind of ethic, but it was always about putting the client’s interest first."
48,McKinsey’s work with Chinese state-owned companies has recently come under fire. The firm has advised at least 22 of the 100 largest state-owned companies in China. Times reporting revealed that one of McKinsey’s Chinese clients helped build China’s artificial islands in the South China Sea. This was after Mr. Buttigieg left the firm. Read The Times report here.
49,"What you didn’t hear as much was about whether what the client was doing had moral consequences that the firm didn’t want to touch. I believe I remember a decision not to serve tobacco had been made by the time I was there. But my point is, there seems to be a problem there with assessing what they want to be associated with. Definitely with the ICE work, with the Saudi work, where you just say, this is a company that’s good at helping clients meet objectives. But some of those objectives are not something we want anything to do with, and I think they need to step back and reassess what kind of client work they should take on in the first place."
50,McKinsey worked with the Saudi Arabian government to analyze public opinion on the monarchy’s most important policies. The firm singled out three people who drove anti-government conversation on Twitter; one was subsequently arrested.
51,"KK: So you have portrayed a lot of the work that you did for McKinsey, like many analysts and junior staffers starting out in consulting, as mainly crunching data and making PowerPoint presentations and shuffling paper, more or less. Of course, there are also junior consultants and contractors who go to do government work, like Edward Snowden and Reality Winner, who see something that they think is wrong and decide to speak up. Can you tell us your opinion of Mr. Snowden and Ms. Winner’s actions?"
52,"Mr. Snowden is a former subcontractor with the National Security Agency who leaked information about the N.S.A.’s surveillance activities in 2013. Reality Winner is a former Air Force linguist and intelligence contractor who leaked a government report about Russian hacking. She was sentenced to five years and three months in federal prison, the longest sentence ever imposed for leaking government information to the media."
53,"Well, I think that we ought to have whistle-blower protections so that folks like that are not forced to choose between maintaining classified information and speaking up about wrongdoing. It may well be the case that we’re seeing the whistle-blower concept work in the way in which the current Ukraine process and investigation came about."
54,KK: So you think of Edward Snowden as a whistle-blower?
55,"Under President Obama, White House press secretary Josh Earnest said that Mr. Snowden “is not a whistle-blower” because he did not follow established protocol for releasing confidential information."
56,"Not necessarily. I think he could have been, if that framework existed. Instead I think of him as somebody who divulged classified information."
57,"KK: O.K. By some estimates, the federal government’s work force is between 40 and 70 percent made up of contractors. What do you think of that ratio? What should it be ideally?"
58,"A 2017 report from New York University professor Paul Light estimated that four out of every 10 people who work for the U.S. government are private contractors, about 3.7 million people."
59,"I think it’d be arbitrary to just say there’s some number that should be contractors. What I think we need to do, across our economy, and in some ways the federal government reflects this, is remove some of the magic between being an employee and being a contractor. So I think the biggest example we’re seeing of this in the new economy is, of course, with the gig economy, right?"
60,The Times editorial board has condemned the labor practices of companies like Google that rely heavily on contractors because they do not have to offer their contractors the same benefits afforded full-time workers. Read the editorial here.
61,"This idea that you can drive for Uber and somehow not be a worker because you are contractor. A lot of this is about getting around labor standards. A lot of this is about cost-saving. Now, if we had a benefit structure in this country that was not only portable but also prorated, then we would be able to remove some of the magic that creates an incentive to have people be contractors rather than employees, and some of the incentives to be a part-time employer versus a full-time employer as well, for people who are employees on the books."
62,"In September, California’s State Assembly passed a bill narrowing the definition of who can be classified as a contractor rather than employee. Uber responded by saying its drivers are contractors because transportation isn’t the company’s primary business. Read the Times editorial “Take That ‘Gig’ and Shove It,” here."
63,"There will always be times, certainly in my administration, there’ve been times when I’ve turned, in particular, to law firms to supplement the work that our in-house legal team could do and other consultants with specialized expertise or some area where it just made more sense. Of course that’s the case in the federal government too. But if it’s just a way to get around the obligations of having an employee, then I think it needs to be reassessed and the more that can be brought in house, the better. I guess what I’m saying is we can make some changes in our economy and our benefits systems that would reduce some of the pressure to do that in the first place."
64,    Watch a special endorsement episode of “The Weekly”     FX Hulu
66,          This video excerpt has been edited by “The Weekly.”         
68,"KK: This is just a yes or no question, but would you advise a senior at Harvard today to go to work at McKinsey?"
69,"Depends on the senior. I mean I get questions from people who are thinking about joining the military, as well as consulting companies, as well as political campaigns. I’ll tell you when I was a senior at Harvard, they came around then, too. The standard that I had for myself was, your early 20s are such a precious time that you should prioritize what you’re going to get out of your experience, way more than anything a paycheck can offer you in your early 20s and, for me, it didn’t meet that standard when I was leaving college."
70,"Directly out of college, in 2005, Mr. Buttigieg went to Oxford on a Rhodes Scholarship."
71,"Pete Buttigieg speaking to a full house at New England College in Henniker, N.H. David Degner for The New York Times"
73,KK: O.K. We’re going to pivot to a new topic if you don’t mind.
74,"Mara Gay: Mr. Mayor, can you explain the mistakes that were made around your Douglass Plan? Why did your campaign falsely claim support from black leaders and then use tokenizing stock photos? Can you just talk about how that happened?"
75,"In July, the Buttigieg campaign released “The Douglass Plan: A Comprehensive Investment in the Empowerment of Black America.” The campaign released a list of 400 South Carolinians who supported the plan but faced blowback when some said the campaign was intentionally vague about whether they were endorsing the plan or the mayor’s candidacy. The plan was also criticized for featuring a stock photo of a Kenyan woman, who later reached out to The Intercept to voice confusion about her inclusion. Read the Intercept’s reporting on this here."
76,"My understanding is that no false statement has ever been made about somebody’s support for the plan. My understanding is that there were miscommunications about the public rollout of people’s names, all of whom had indicated at some point support for the plan, but not all of whom had reconfirmed that they were up for ——"
77,"The Buttigieg campaign said it sent the plan to a list of South Carolinians and told them they could opt out if they didn’t want to appear on the supporter list. Johnnie Cordero, chair of the South Carolina Democratic Party’s Black Caucus, was listed as a supporter, but his name no longer appears on it and he said he did not endorse the Douglass Plan nor Mr. Buttigieg. MG: Right. They called it misleading."
79,"—— having their names attached to that. So that was a process mistake, obviously, that led to changes in how we communicate with supporters and people that we’re in dialogue with about our policies. I don’t know as much about the stock photo. I think it was on the website until September. I know that the vendor who was involved in running that part of the website or adding that kind of imagery has not been with the campaign for a while and obviously that was a mistake."
80,The stock photo was removed from the Buttigieg campaign’s website in September.
81,"MG: How can you win the Democratic nomination, let alone the presidency, without the support of black voters? What do you make of the lack of support for your campaign from that community so far?"
82,"Black voters will make up about 25 percent of voters in the Democratic primaries, according to FiveThirtyEight and NBC. They will be a majority in Alabama and Mississippi. A recent Economist/YouGov survey put Mr. Buttigieg at 2 percent among black voters."
83,"Well, I believe, first of all, that we’re earning support from black voters. I became mayor and was re-elected as mayor, largely because of support from every constituency, including the black community in my city. I believe that it is ——"
84,"Politico analyzed data from the 2011 and 2015 mayoral elections in South Bend and found that Mr. Buttigieg won the city’s predominantly black neighborhoods, but he lagged when facing black primary challengers. Read the analysis here."
85,Brent Staples: What’s the percentage of black citizenship there?
86,"About 25 percent. I carried every district, including the minority-majority districts in our city, in primaries and generals, both times. I believe that anyone who proposes to be the president ought to be a president for everybody and also in particular, given what African-Americans are up against in the United States today, that the message of the Democratic Party needs to be one that speaks to black voters where they are. It’s one of the reasons we’re being very intentional about that."
87,Census data indicates that about a quarter of South Bend’s population is black. Politico’s analysis found that Mr. Buttigieg’s support from the black community declined between his first and second runs for mayor.
88,"Now, I don’t want to plunge in on polling numbers, but the last couple of rounds that came back suggested that the way that I’m viewed among black voters is roughly the same in terms of the proportions as among white voters. But far more black voters say they don’t know me or don’t have an opinion. I think part of this reflects the fact, certainly something I hear from a lot of black voters, that folks feel not only abused by the Republican Party but often taken for granted by the Democratic Party. So the trust that you can build through quantity of time, through longevity, is very important. I don’t have the kind of longevity that obviously some of my competitors —— MG: So how do you overcome that?"
90,"So two things. First of all, the substance of what we have to offer. I’m really proud of what’s in the Douglass Plan. It’s praised as the most comprehensive plan on dealing with systemic inequality put forward by a presidential candidate. Not, of course, because I sat in a room and thought up all these brilliant ideas, but because we had a lot of conversation and a lot of dialogue and fit our values to a plan to move forward. The more I communicate that plan, the better received it is and the better received I am."
91,"Mr. Buttigieg’s Douglass Plan, named for the abolitionist leader Frederick Douglass, aims to reduce the country’s prison population by 50 percent, address maternal mortality in the black community and increase funding for historically black colleges and universities among many other aims."
92,"But I also think before a lot of folks care what’s in your plan, they need to know what’s in your heart. And I’m working in not just traditional campaign formats — big speeches and TV appearances — but also we’ve been doing more and more quiet and smaller engagements."
93,"Our recent tour to the South, for example, had a lot of conversations that were between 20 and 50 people. Some of them very targeted around a policy issue like health equity or minority entrepreneurship. Some of it more about making sure that I was speaking to and hearing from folks who had been overlooked. So when we were in South Carolina, for example, we were with an almost all-black Democratic group in Allendale County. This is early presidential primary state, right? They hadn’t seen a presidential candidate in more than a decade, and you could feel the extent to which they felt overlooked. Those kinds of engagements I think are very important, too. It’s not just about obviously, our goal to win, it’s about deserving to win. I think that kind of dialogue coupled with all of the things that you do in traditional campaigning is really important right now."
94,"MG: Your plans for tackling income inequality are not quite as detailed as some of the other candidates’. For example, your policies on an inclusive economy say somewhat vaguely that you’re going to knock down unfair barriers to entrepreneurship. What would that look like?"
95,"A key feature of Mr. Buttigieg’s plan for an inclusive economy is his Walker-Lewis Initiative, which aims to triple the number of entrepreneurs from underrepresented communities in the next decade."
96,"Sure. So first of all, we know that there are challenges to access to credit. In fact, virtually every small African-American-owned business that I’ve visited in this campaign, I ask, how’d you get started? How’d you get your start-up money? They always say they had to come up with the cash. That’s a pattern of course that’s borne out on everything from how mom-and-pop businesses experience commercial banking to the well-documented fact of V.C. [venture capital] money, almost all going to a small handful of people and kinds of people in a certain number of places."
97,"Black families on average have one-tenth the wealth of white families; a key factor is that black, Hispanic and young people are more likely to be denied credit."
98,So there are things we can do about that. One thing we can do is capitalize CDFIs better — Community Development Financial Institutions — that have a much better track record of in turn supporting minority entrepreneurship. The way I would do it would be a 5X C.R.A. super credit for any of the larger institutions to flow funds into CDFIs.
99,"Community Development Financial Institutions are private institutions created to provide financial services in underserved communities, particularly low-income people. They include Community Development Banks, Community Development Credit Unions, Community Development Loan Funds and Community Development Venture Capital Funds."
100,"Another thing we can do is direct co-investment — this is part of our Walker-Lewis Initiative — in businesses led by those who are underrepresented. There’s precedent for this with TEDCO in Maryland, and I think that kind of co-investment could be very powerful. We’ve seen it in other countries — you actually see it in the Israeli start-up community with state-supported grants."
101,"Part of it is looking at other things that need to be reformed in credit scoring and credit systems generally, and then part of it is a little deeper in the chain of cause and effect, right? Where we know how much of the wealth in this country is inherited, not just among the ultrawealthy but just in general. KK: Sure."
103,And how that flows through the implications for homeownership and access to education and health and all the other things that become barriers to folks being able to be empowered economically as they grow up.
104,"KK: Who do you consider to be your most important advisers within the African-American communities, but also communities of color in general?"
105,"Well, first of all, our campaign team, we were about — overall, I think we’re about 40 percent people of color."
106,"At an N.A.A.C.P. forum in Detroit last summer, Mr. Buttigieg was questioned on the inadequate racial diversity of his “top-tier staff” on the campaign. The Intercept reported that of nine top city department heads in South Bend, seven are white. Of Mr. Buttigieg’s six executive staff members in South Bend just two were nonwhite."
107,"I will turn to anybody from the local organizer in a given county that we’re traveling to in South Carolina to senior figures like Brandon Neal, our senior adviser on the campaign who’s got a great track record from the Obama White House and the N.A.A.C.P. Or folks like our national investment chair, Swati Mylavarapu, who can speak a lot to some of those capital-formation issues. We try to make sure that I’m listening to everybody I can learn from. I don’t always start by getting permission for whether I can name check them, but a lot of conversation going on."
108,Brandon Neal previously served as the national political director at the Democratic National Committee. He also worked for the N.A.A.C.P. and the 2008 Obama campaign. Swati Mylavarapu is a former Silicon Valley tech executive and investor.
109,"MG: Sorry. Just real quick, have you been to the museum in Montgomery?"
110,"Ms. Gay is referring to the Equal Justice Initiative’s Legacy Museum and National Memorial for Peace and Justice, sites dedicated to victims of white supremacy and especially lynching. Mr. Staples wrote an editorial observer on the museum and memorial here, and Mr. Wegman wrote one here."
111,"I have. Yeah. Very recently, and it is haunting because it evokes things that I’ve seen in places like Cambodia, and it’s on American soil. The way they’ve constructed it is, I think, it forces you to understand the relationship between past, present and future. That’s, of course, all the brilliant work that Bryan Stevenson and the Equal Justice Initiative are doing. The fact that it arose out of activism on the death penalty, for example, in Alabama, a state that does not offer counsel past trial and, I think, maybe first appeal for the indigent even on death row, shows you that this is not just about marking something that happened. This is about connecting all of the patterns of injustice and surfacing the violent nature of that injustice in a way that forces us to contend with how it’s all connected."
112,"Mr. Stevenson, founder and executive director of the Equal Justice Initiative, was inspired to push for the creation of the memorial by criminal justice reform work he was doing in Alabama. The museum has an exhibit about Anthony Ray Hinton, who was wrongfully convicted by an all-white jury and spent 28 years on death row."
113,BS: The death penalty as we know it evolved out of lynching.
114,"Yes, as we know it, for sure. Which is, by the way, part of why I’m calling for a constitutional amendment to end the death penalty. Anyway, it was a very powerful experience, and I think it’s very important for us to view not as an antiquarian kind of thing, but as a touchstone for what we’ve got to deal with right now."
115,This is included in Mr. Buttigieg’s Douglass Plan. MG: Thanks.
117,"Aisha Harris: Mr. Mayor, you recently said that the failures of the old normal help explain how we got to Trump. Where does Obama fit into all of that? Because he was in office for eight years. I know you were misquoted at one point on that part."
118,"At a rally in November, Mr. Buttigieg said: “I think the failures of the old normal help explain how we got to Trump. I am much more interested in building a future that is going to have a lot of differences.” The L.A. Times initially wrongly quoted him as saying “the failures of the Obama era.” You noticed."
120,"AH: Yes, but Obama was in office for eight years. So where does he fit into the old normal as you see it?"
121,"Well, first of all, let’s acknowledge that under President Obama, the Great Depression was avoided. Osama bin Laden was brought to justice. Health care was extended to millions of Americans. The auto industry was, was rescued in our country, is pretty good for eight years work. I also think that ——"
122,BS: That’s the other thing that — sorry to interrupt you. The other thing to that is the number of racist hate groups kind of quintupled under his leadership. I mean the mere fact of a black person in the White House brought that about.
123,"In February 2019, the Southern Poverty Law Center reported that the number of hate groups had grown for the fourth consecutive year. Before that, there were three consecutive years of decline under President Obama."
124,"Which is why we can’t treat the Trump phenomenon as a blip or an anomaly. I mean this is surfacing things that — as in a different way, the arrival of the first African-American president surfaced things that — of course, had been here all along."
125,"We’re going to have to reckon with the extent to which Trump and Trumpism reflect a lot more about America than we might want to admit. Now, he was also, I think, capitalizing on a wave of populism that was responsive to what I would call a 40-year-long Reagan era that President Obama was the last Democratic president serving within. In other words, he was constrained by an atmosphere, a neoliberal consensus, where even for Democrats, most of the time, the only thing you could ever say you were going to do to a tax was cut it. There was this set of constraints that has dominated our political conversation leading to the conflagration that is Trump and Trumpism, and we’ve got to find our way out of it to something new."
126,"It is widely argued that the 1970s ushered in a new era of neoliberalism, whose economic and social policies put capitalism and free market competition at its core."
127,"AH: So how do you plan to sort of dismantle that old regime? Because in part, one of the issues that I think a lot of especially young people have is that you don’t seem nearly as progressive or as revolutionary in some ways as some of the other candidates. That’s something a lot of young people are looking for. So how do you — can you explain in a little bit more detail how you think about that?"
128,"Yeah. Sure. First of all, what I’m proposing would make me the most progressive president in the lifetimes, not only of young people, but I mean, certainly in the last half century. I’ll also say that it matters that we hold together an American majority that is progressive enough that it unlocks possibilities that were not available even 10 years ago during the Obama presidency. So it took everything that the Democratic Party had just to push through a health care reform in the A.C.A., invented by conservatives. Right? And that was a major achievement."
129,The central features of the Affordable Care Act were modeled by Gov. Mitt Romney in Massachusetts and advanced by economists at the conservative think tank The Heritage Foundation. Read the Heritage speech here.
130,"But that was as far as you could get during the constraints of that time. Where we are right now is that there is a powerfully large, not everybody obviously, but a powerfully large American majority. Not only to do the right thing on areas where Democrats have generally been trusted — wages, labor, health — but also areas where we’ve been on defense, like immigration, guns."
131,"Holding that majority together is a big part of the task of the next president. I’m not just talking about how to win an election. I’m talking about how to govern this country. We need to have enough clarity of vision that we can see that the boldness of an idea is not measured only by how many people it can alienate, but by what it can get done. So there’s always a more extreme solution on offer that sometimes I’ll be competing with. But I also want to be very clear that what I’m talking about would make the next era — what I’m proposing we do would make the next era very different from the one we’ve been living. AH: Well, one —— That’s my concern is to make that happen."
134,AH: So one final question. How do you convey that to younger voters? How do you counter the “Mayo Pete” memes? Are you familiar?
135,"The “Mayo Pete” memes feature Mr. Buttigieg’s supporters dancing to Panic! at the Disco’s “High Hopes""; the “mayo” name plays on the idea that, as Mel Magazine explains, Mr. Buttigieg is seen by some as “bland and overwhelmingly white.” I’m not. Do I want to know? BS: You haven’t heard that expression?"
138,"AH: Well, mayonnaise as I think, and a lot of people think is really, really gross and there have been teens —— BS: Wait a minute. [LAUGHTER] AH: Let’s not get off track. BS: Wait a minute!"
142,"AH: Anyway, people feel strongly about mayo. There have been younger people — there’s a meme going around called “Mayo Pete,” and that I think does speak a little bit to the lack of youth support that you currently hold, even compared to those who are significantly older."
143,"A New York Times/Siena College poll in November found that young voters ranked Mr. Buttigieg as their third choice, behind Senators Warren and Sanders. KK: A more generous interpretation is it’s bland. PB: O.K. John Broder: White. Several others: And white. [LAUGHTER] I get the white part."
149,AH: I didn’t mean to imply that you’re gross. [LAUGHTER] That’s not what I meant.
150,"Well, first of all — again, try to get folks to look at how big these ideas are. I mean I’m talking to them about the biggest reform in the American health care system we’ve had since Medicare was invented. I’m talking about a game-changing transformation on the availability of funds to go to college. I’m talking about getting our climate carbon neutral by 2050."
151,"That will test the limits of human capacity, and there will always be some folks who say, it’s not real. Health care reform isn’t real unless you obliterate the entire private industry. College isn’t real unless even the child of a billionaire can go without paying a penny in tuition. The climate change thing doesn’t count unless it’s trillions more dollars than it is, and that’s just not how I measured the bigness of an idea."
152,"BA: If I can put this question in a slightly different way, you’ve been on the front lines of corporate downsizing. You’ve been on the front lines of corporate price fixing."
153,"Whoa, whoa whoa, that’s, that’s, I’m sorry, that’s ——"
154,BA: You’ve been on the front of our misadventures in foreign policy. You’ve had direct experience in many of the things that make a lot of young people very angry about the way that this country is operating right now. You don’t seem to embody that anger.
155,"In 2003, Mr. Buttigieg — then a junior at Harvard — spoke at an antiwar rally in Cambridge, Mass., protesting the invasion of Iraq. More than a decade later, in 2014, he served seven months in Afghanistan as a lieutenant in the U.S. Navy Reserves."
156,So the proposition that I’ve been on front lines of corporate price fixing is bullshit. Just to get that out of the way.
157,BA: You worked for a company that was fixing bread prices.
158,"No, I worked for a consulting company that had a client that may have been involved in fixing or was apparently in a scandal. I was not aware of the Canadian bread pricing scandal until last night."
159,Mr. Buttigieg’s campaign has maintained that he only recently heard of the bread price-fixing scheme and while he was working with Loblaws focused on price cuts more broadly across the grocery store chain.
160,BA: Do you feel the anger that many young people feel about the state of ——
161,"Yeah, of course, because it destroyed my city. I grew up surrounded by crumbling factories and empty houses. My city lost 30,000 of its 130,000 people, largely before I was born. So I’m under no illusions about the problems that are present in American capitalism generally and were unleashed beginning with the Reagan era specifically. And while I may not be as emotive sometimes about my sense of anger or frustration or injustice — and I would argue that some people are given more room to be emotive than others — I would not be doing any of this if I were not propelled by a level of passion."
162,"South Bend had an unemployment rate of 13 percent in 2010. Under Mayor Buttigieg, it fell to 3.2 percent, though it rose back to 4.3 percent in 2018."
163,"Look, let’s talk about why I walked away from the private sector in order to go to Indiana to run as a statewide Democratic candidate during the Tea Party wave of 2010 on a platform of defending Barack Obama’s economic policy, knowing that I would in all likelihood get my ass handed to me, which is what happened. But recognizing that the treatment of autoworkers by our incumbent state treasurer in a dispute — which very few people followed, but really fired me up — showed everything that was wrong about the way that our politicians, our corporations, our workers and our communities were interacting. And even though I didn’t win, as expected, I also never regretted the fact that even though I spent down all of my savings doing it with an income of, I think, 450 bucks a month from the Navy being what I had during that year."
164,"Mr. Buttigieg ran for Indiana state treasurer in 2010 and lost to Republican Richard Mourdock by nearly 25 percentage points. Mr. Mourdock was a Tea Party Republican. KK: So much for those McKinsey dollars, right?"
166,"Well, I spent them all, right? I saved them up, and then I spent them all. This is one of the reasons why I’m, by far, the least wealthy person running for president right now. I guess my point is my decision to take on that fight and subsequently my decision to serve my hometown at the time that it was written off as dying. Having burned through my lavish McKinsey savings and now going into credit card debt was propelled by my acute awareness of the things that are wrong."
167,Forbes estimates that Mr. Buttigieg is the least wealthy candidate in the 2020 Democratic field.
168,"BS: When you say you — just a little aside there, some people are given latitude to be more emotive than others. What are you talking about? I just think that — you are sometimes asked to —— BS: You being Pete."
171,"Yeah, sure. I am sometimes asked to be more, I don’t know, have more of a flourish in displaying my emotions, and it is precisely because I feel very strongly about lots of things that I have learned to master how I might feel about anything and channel that into action. Now, I still take great pleasure in firing up a crowd that agrees with me on something I’m passionate about. But I’m also mindful as the new guy that maybe waving my arms is not the best way to convey what I care about."
172,Jesse Wegman: But who’s given more room to be emotive than you? Hmm?
174,JW: Who is given more room to be emotive than you are? Others. [LAUGHTER]
176,Nick Fox: Let me get back to Aisha’s question for ——
177,Michelle Cottle: You’re looking to distinguish yourself within a sprawling field of candidates. What do you see as real advantages or challenges as being the first openly gay candidate for a major party?
178,"As recently as 2007, just 55 percent of voters said they would support a gay or lesbian candidate according to FiveThirtyEight."
