,text
10,"The other thing about me is that I am from the heartland, and I think that that matters in this election as well when you look at the states that we need to put together to not just have a victory at four in the morning, but to win big. Those states include states that are very similar to mine: Pennsylvania, Michigan, Wisconsin, Iowa, Ohio. As I have said several times, I want to build a blue wall around those states and make Donald Trump pay for it. "
11,"Those states have significant, of course, manufacturing but also agriculture. I’m the only candidate that’s left in this field who asked to be on the Agriculture Committee, [who is] a senior member of that committee and that really knows these issues. And it’s an area where Donald Trump has completely messed things up. "
12,"Finally, I am in a new generation of leaders. I’m well aware I’m only one of two women that are left on that stage after my friend Kamala made that difficult decision just last week. I wish she was still on the stage, honestly. And I think that despite some of the common wisdom of who can beat Donald Trump, I think a woman is a strong candidate to run against Donald Trump. And one of my challenges is to convince some of those people who may be in Vice President Biden’s camp just because they think he’s more electable or in Mayor Buttigieg’s camp that actually I’m the one that can win."
13,"The question of electability, as it pertains to gender, is one that hangs like a cloud over the 2020 campaign. A recent poll conducted by Ipsos for The Daily Beast showed that three-quarters of respondents were comfortable voting for a female candidate, but only one-third thought their neighbors would agree — often something people say when polled to share a view that they personally hold but are embarrassed by."
14,    Watch a special endorsement episode of “The Weekly”     FX Hulu
16,          This video excerpt has been edited by “The Weekly.”         
18,"KK: O.K. We have a lot of other questions for you. A growing number of Americans, especially in the states that you just named, believe that the economy is rigged against them. Yet you are calling for incremental change relative to other candidates. How do you make the case that that is sufficient for the existing challenge, and how do you reach the more progressive members of the Democratic Party?"
19,"Senator Klobuchar’s economic policies have separated her from the progressives in the primary contest, such as Senators Warren and Sanders, even as she and other “moderates” have staked out positions to the left of where Hillary Clinton was in 2016. She does not support a wealth tax or Medicare for all, and wouldn’t fully repeal President Trump’s tax law. She has said she would have lowered the corporate tax rate, though not by as much as Mr. Trump. (Updated) This week Sen. Klobuchar’s campaign contacted us to tell us that she is, in fact, open to a wealth tax."
20,"Yeah, I don’t agree with the premise. I don’t think it’s incremental to want to go to carbon neutral with our environment, and to finally get something done on climate change. And my plan, which is similar to Governor Inslee’s plan, and I think he really did us all a favor by getting in this race and making that such an issue. My plan is carbon neutral by 2050 and 45 percent reduction by 2030. It involves the day I get in as president, signing us back into the international climate change agreement and then putting back in place the clean power rules as well as the gas mileage standards, something that you have written about, that I questioned the head of the antitrust division just recently about, about how even when California has been trying to move forward with those gas mileage standards, the administration has chosen to attack the companies that are trying to work with California and threatening antitrust violations, which is completely outrageous."
21,"So those are three examples of things I would do immediately. I don’t think that’s one bit incremental. Nor is introducing sweeping legislation to price carbon. Other examples: Immigration reform. Two presidents have valiantly tried to get that done. George Bush tried. I know because I was in the small group that was picked to work on it. Sheldon [Whitehouse] and I were the two new senators in that group, and I saw how hard he was trying to get it done, but he was defeated. At the time it was Lou Dobbs and right-wing talk radio. "
22,"In May 2007, Senate negotiators, including Ms. Klobuchar, announced a bipartisan deal for comprehensive immigration reform that would have offered legal status to most of the 12 million undocumented immigrants living in the United States at the time. At the time radio shows and the CNN host Lou Dobbs railed against President Bush’s immigration policy on nearly a nightly basis, helping to sour public opinion against the deal, as well as lawmakers’."
23,"Then it was tried again when President Obama was in, and I was on the Judiciary Committee in 2013. That was a really big, good bill, supported by the A.F.L.-C.I.O. and the Chamber [of Commerce]."
24,"We can do it this time. I can do it because I’ve been intimately involved in these negotiations. Because I’m someone that knows exactly where the bodies are and who supports what and which senators were involved in the DACA bill and the compromise we tried to do on Dreamers. I think that’s a big plan to get that done in the first year, and I think it is completely doable. It’ll help our country in so many ways. It’ll help us economically and it will also help us with some of the border issues. "
25,"And another big plan: Public option. Barack Obama tried. I think our health care premiums that are in place right now, that people know we have to get this done. Taking on pharmaceuticals. I am the one that has done this from Day 1, never wavered. Lead the bill in negotiation for Medicare. I’ll lead the bill bringing in less expensive drugs from other countries. The bipartisan bill first was Senator McCain, now with Senator Grassley. And I’m the one that has taken on pharma from the very beginning. They know what I’m going to do when I get in there, and we need a president that knows, again, how to get this done."
26,"The fact is that I have passed over a hundred bills since I’ve been in the U.S. Senate, not volleyball resolutions, but actual bills. Every one of them bipartisan. I think it shows compared to every other candidate that’s left there, maybe with the exception of the vice president who, of course, passed legislation when he was in the Senate, that I have that ability to get things done. So being bold isn’t just giving some flowery speech. Being bold isn’t just having the right talking points or getting people cheering. Being bold is about actually getting things done. And being a progressive, the last time I checked, meant that you should make progress, and I have done that and will do that as president."
27,"Senator Klobuchar has often focused on issues that attract bipartisan Senate support, such as lowering the cost of prescription drugs, and in 2016 was ranked first on the list of senators with the most bills enacted into law."
28,"Michelle Cottle: So now with a nod to one of your more dramatic debate moments, what is the difference then between —"
29,"I was going to say that were many, which one is it? [LAUGHTER]"
30,MC: The difference between a plan and a pipe dream.
31,"During the fourth Democratic debate, Senator Klobuchar went on the attack in response to Senator Warren’s Medicare for all plan, saying, “The difference between a plan and a pipe dream is something you can actually get done. And we can get this public option done.”"
32,"Right. So the difference between a plan and a pipe dream is that you can get something done, that you have a plan for how you get it done, but you also have the ability to get it done. So maybe one of the reasons that some of my ideas are slightly different than my opponents is because I have factored that in. I’ve certainly factored it in my hundred-day plan, which I think shouldn’t be lost and I appreciated your newspaper actually devoted some time to looking at it. "
33,"Several of my opponents have come up and said this was a really good idea. It’s over 137 things, so these are not pipe dreams, [but things] that you can do without Congress, legally. And I love Congress, but I think we have to set a new tone. When F.D.R. did the first 100-day plan in this country, he did it because we were in an economic crisis. But he also did it because he wanted to change the tone. And we need that more than anything else right now. We need to have a trust of government, a trust in institutions, a president that isn’t going to send out mean tweets, and this strong belief that America can be America. That we can actually get things done and take on big challenges. And you do that by changing the tone immediately. So that’s something worth looking at. It’s on our website."
34,"Senator Klobuchar was the first candidate to release a detailed plan for her first 100 days in office, which included 137 items (the last one reading “and more!”). Roughly half entail rolling back actions taken by the Trump administration. Half a dozen are pieces of legislation, and the rest are executive actions from increasing the minimum wage for federal contractors to targeting robocall scammers."
35,"But the other thing about the plan and the pipe dream, so one of those reasons I led with those things, is because that’s going to be a way to make people feel we’re part of a country that’s moving forward again. "
36,"Other examples of that, for me, it means we’re not just going to say things that sound good on a bumper sticker. And some of these ideas have merit, don’t get me wrong, but I also look at what are you promising people if we actually can’t get this done, if we actually don’t even have the support with a good chunk of our own political party."
37,Ms. Klobuchar here is referring to proposals by her opponents.
38,"So I look at things like the college issue. There I think — and this is a policy thing for me — how do we connect the education system we have now, which needs a lot of help through K through 12 — something near and dear to my heart because my mom taught second grade until she was 70 years old — how do we hook that up into our economy and where the jobs are?"
39,"“People still come up to me and say she was their favorite teacher,” Ms. Klobuchar said of her mother, Rose, when she died in 2010. “She loved to make teaching come alive, including dressing up each year as a monarch butterfly for the second-grade insect unit.”"
40,"What bothers me is if we don’t look at what the fastest growing jobs are right now, which are one- and two-year degree jobs. So we’re not going to have a shortage of M.B.A.s or C.E.O.s. We’re going to have a shortage of plumbers. We’re going to have a shortage of home health care workers. We’re going to have over a million home health care workers open those jobs in the next 10 years, and we’re going to have a hundred and something thousand openings for nurse assistants and we’re to have 64,000 job openings for plumbers. And so how do you make sure that we are, one, paying people enough — that’s the dignity of work — to do these jobs, but then also making sure our education system is fitting with our economy? Where does that lead me to with the pipe dream and the plan? Well that says, O.K., what’s the best policy, but also how can we get it done?"
41,"According to the U.S. Bureau of Labor Statistics, the fastest growing jobs in the country include: home health aides, personal care aides, information security analysts, occupational therapy assistants and a large number of other occupations that, as Senator Klobuchar points out, don’t rely on advanced degrees like M.B.A.s."
42,"I think that there is huge support out there even in conservative areas for things like — I’ve watched it in my own state. They vote for bonding referendums in the most conservative [places] if they see that, oh, our high school needs more robotics equipment and we need to make sure that we are matching the jobs in our community because we don’t have enough people working at that plant or we don’t have enough nurses or doctors in the hospital. So they’ll pay for that. "
43,"What does that make me think? O.K., how can we get the public big time behind this plan? Hook it in with the economy. And so that’s where I end up with one- and two-year degrees free and then doubling the Pell grants, which would help very much with the students that need it the most. Expanding the income level from $50,000 to $100,000, and so that would give a lot more help to the people that need it most. Not sending wealthy kids to college for free, but instead making sure that we’re helping the people that need it the most."
44,This is an implicit critique of plans by several of Ms. Klobuchar’s more progressive opponents who support extensive loan forgiveness or free-for-all tuition plans.
45,"I would extend that into loan repayments, so that yes, you allow kids to refinance their student loans. If you allow multimillionaires to refinance their yacht, maybe you should allow students to refinance their loans. But you also fix that loan payback program that Betsy DeVos has so messed up. And you fix that for those in public service, including teachers, but you also actually extend it, and you extend it to other jobs, in-demand jobs. And that could really help us to match up those degrees with what’s happening in our economy. And of course investing in H.B.C.U.s and all of the areas where you’re going to see where the students are that actually need the help."
46,Nick Fox: Why can’t the richest country in the world simply provide free higher education in public institutions?
47,"I think part of this is we have to look — even when you look at countries that do this more, I think they try to match their economy with what their jobs are. So I would rephrase it in a different way than, “Why can’t the richest country in the world do this?” I would say, “Why can’t one of the most advanced, if not the most advanced countries in the world figure out how to make our education system work for our students so that they’re able to be functioning members of our economy in a good way and are able to make a living?” "
48,Because it’s not just about what their degree is. It’s also about when they are doing a job that we need them to do — like working in a nursing home or fixing someone’s plumbing — how do we make sure that they have enough to raise their family? So I would just look at it differently. 
49,"I don’t think we should be telling everyone that they should get a four-year degree. I think we should figure out what they want to do with their lives, with some incentives for them to do things that work in our economy and getting more people into technology and science and nursing instead of sports marketing degrees. And if you do that, you sure better make sure that they have a higher minimum wage, which I strongly support. "
50,"You better make sure that they have child care access, which, if you put in Patty Murray’s bill, will help people to afford child care even if they’re in the gig economy, which is about a third of our workers right now. "
51,"If you make sure they can get a decent retirement, when a third of our workers are in a gig economy and they don’t even have access to a 401(k), much less a pension. Chris Coons and I introduced this bill for portable savings accounts, and as president I could get it done. It is completely looking at this in a different way. Stopping the misclassification of workers that you looked at."
52,So I would phrase that question differently. I don’t think this is about everyone going to every single college. I think this is about looking at our economy and making sure our workers are being able to have a high quality of life and raise a family with the jobs that we have available now.
53,"Again, a number of 2020 candidates have released plans calling for free public four-year college for all, including Senators Sanders and Warren. Senator Klobuchar said her problem with those plans “is they literally would pay for wealthy kids, for Wall Street kids to go to college.” NF: And that’s fine, that’s a ——"
55,"But that’s a question of where you spend the money. NF: Well, it’s all — two different ——"
57,"So I may not want to spend the money on everyone getting a four-year degree when I think I should spend the money on child care and retirement and helping people that are the home health care workers, that we need as we look at the silver tsunami — which I don’t call it anymore, it’s too negative — silver surge coming our way with the aging of our population."
58,"By 2035, America’s elderly population (65 and older) is projected to outnumber its children. The growth of the aging population has been a focus of Senator Klobuchar’s campaign. In July, she released a plan to provide new cure and treatment options for chronic diseases afflicting older Americans, such as Alzheimer’s, by 2025."
59,"The stage is set for Amy Klobuchar at an event in Cedar Rapids, Iowa. Jordan Gale for The New York Times"
61,"KK: Your platform calls for 100 actions in 100 days, mostly by executive order. We’re [already] living with an administration that has used a lot of executive orders so far. I want to read a statement that you said, “After four years of Donald Trump, a new president can’t wait for a bunch of congressional hearings to act. The urgent problems our country is facing require immediate action.” How is that an improvement over the status quo?"
62,"While Senator Warren has staked out territory as the wonky, deeply policy-oriented candidate by releasing detailed plans, Senator Klobuchar’s 100-day plan was an effort to show her understanding of the different levers of government power. Senator Klobuchar’s team looked closely at the legal authority her administration could use without congressional action."
63,"Because he’s been doing things that are illegal, not only the subject of this impeachment hearing right now, but also what they propose. They’re against the law. Whether they are using an emergency declaration to justify a wall or whether they are putting forth agency changes. And one of the more interesting things, I haven’t seen the latest numbers, but I think Brookings put out comparing their administration to say, the Bush administration, Clinton administration, Obama, how many of their rules and regulations have been overturned. It is worth looking at. It’s an astronomical difference between the other agencies and the other presidencies who are actually those administrations trying to obey the law. "
64,"Mr. Trump’s Executive Order 13771 required that “for every new regulation issued, at least two prior regulations be identified for elimination.” During his first year in office, he eliminated 130 rules and regulations, including rules on the environment, labor, health care, education, immigration and civil rights."
65,"You have someone that has been blatantly, flagrantly disobeying the law across the board. So I wouldn’t do that. I am a lawyer, I’m on the Judiciary Committee. I believe strongly in the rule of law. "
66,"What we have put together is a, I consider, smart group of ideas that you can do that are legal. And that includes things like I mentioned the three climate change ideas. That includes things like, here’s one you might not have guessed, closing the “boyfriend loophole” for gun purchases. That’s my bill right now. I lead that provision and Debbie Dingell took it on in the House after I introduced the bill. That is in the Violence Against Women Act. It’s what’s stopping that bill. And as president, I could actually close that loophole so domestic abusers can’t get AK-47s or any other kind of gun. I could close that loophole on my own. That is legal."
67,"In 2017, the editorial board ran a nine-part series examining domestic violence and guns, including a call to close the so-called boyfriend loophole. The series was recognized as a Pulitzer finalist for editorial writing. Read more here."
68,"You can get a waiver for bringing in less expensive drugs from other countries. That is legal. You can do numerous things, and I could go on and on, without Congress. And I think that’s good. At the same time, of course you’re starting up, I want to do big bills. I can’t do immigration reform with the exception of changing some of his policies at the border without Congress. "
69,"So you can do two things at once. I’m a mom. So you can do these things you can do legally by rule and you must then start, because I come in, big consensus, we move quickly. You start doing these major priorities in getting these bills through Congress. "
70,"Jesse Wegman: Senator, you’re saying that President Trump has passed executive orders that are illegal. That depends on the court’s judgment of that. The courts are obviously being populated with more and more of President Trump’s own appointees. Don’t you think it’s possible, and even likely, that those appointees might look not as favorably on a President Klobuchar’s executive orders? "
71,"I suppose. But I really suggest you look at the list because it’s really defined. You can start the gun violence research at the C.D.C. There’s a bunch of things that actually are just decisions of his administration — there are some things that Obama had done that they reversed. The domestic gag order, the international gag order, the funding of Planned Parenthood. These are things that were executive orders that you can change. So there’s a number like that. And then there’s some things that are new ideas. So look at the list because I think every one of them is legal."
72,"John Broder: Senator Klobuchar, you’ve mentioned your climate plan a couple of times, which also includes a carbon pricing mechanism. Talk to us a little bit more in detail on how that works. Just as a reminder, I covered the 1993-94 debate over the B.T.U. tax and the 2009-2010 debate over cap and trade. Both of them contributed to the loss of the House by Democrats."
73,"President Clinton proposed an energy tax in his 1993 State of the Union, which was passed in the House but rejected by the Senate after a coordinated, largely business-driven lobbying effort against it. In 2010, the cap and trade bill — which began as a Republican plan — was shelved after facing industry opposition."
74,"Yes, and I was actually part of that cap and trade debate. I was on the committee at the time. "
75,Senator Klobuchar was a member of the Senate Commerce Committee.
76,"I obviously supported the bill, but I remember thinking among many things that was the worst name of a bill ever, “Cap and Trade.” I think everyone thought it was fine because former Senator McCain in the debates with President Obama had said he was for cap and trade. And then I would be in parades and people would yell, “No on trade, no on caps.” It was a bad name. So I would just like to start with that. "
77,"Opponents labeled the bill “cap and tax,” and Tea Party members seized on it as a symbol of everything wrong with Washington. Even Senator John Kerry criticized it with the statement, “I don’t know what ‘cap and trade’ means.”"
78,"O.K., so the answer to me is you have to put a price on carbon. You can do it many ways. As I said at the town hall here in New York that some of this may depend honestly about, do we take back the Senate? Which I believe we can do if we win big, and I think the polls are starting to show that I’m right. If we can win in Kentucky and Louisiana in the governor’s race the day after Donald Trump goes down there, we can win in some of these Senate seats. So I think you can do it, one, by a tax on carbon. I think economists would prefer that. It’s the easiest, most straightforward way to do it. You can do it with the cap and trade proposal and you could do it with a renewable electricity standard."
79,    Watch a special endorsement episode of “The Weekly”     FX Hulu
81,          This video excerpt has been edited by “The Weekly.”         
83,JB: What would you do? Which would be your choice?
84,"I would work with Congress to figure out — I would be supportive of all three of these things. I think the most straightforward way to do it is on some kind of a tax on carbon, but I am open to looking at other ways because that is the difference between the plan and the pipe dream. Because I’m being realistic about how we get things done. And you could do a combination. "
85,"You could do a renewable electricity standard, which was, by the way, my bill when I first got to the Senate. After cap and trade went down, the environmental groups came to me and said, maybe we should look at this. But you could do that at the same time you do some kind of a tax. "
86,"Senator Klobuchar introduced a bill to create an aggressive renewable electricity standard in 2007, which would require electricity providers to generate or purchase 25 percent of their electricity from renewable sources by 2025. She has since reintroduced the legislation in various forms, including a similar 2011 bill co-sponsored with Senator Tom Udall and others."
87,"I believe this is going to be the Armageddon issue that a president is going to have to stand up for because these other ones I mentioned, taking on the pharmaceutical companies, you already have seen some Republican cracks on that. And I think they know they have to get this done. Immigration reform, they know they have to get this done. "
88,"Workforce training, infrastructure, financing, so important to this area. I was the first candidate to come out with a trillion dollar plan, which includes green infrastructure. "
89,Senator Klobuchar unveiled her infrastructure plan in March 2019 as her campaign’s first official policy rollout. Her campaign said it would be the top budget priority of her administration.
90,"But when it comes to climate change, after you do those first three things yourself and a few other things you’re going to be able to do, a president really has to make this the line in the sand when it comes to negotiating and working with Congress. I think more important is to look at what are the issues that we can push in this campaign to get people with us beyond the coast. For so long it’s been about rising sea levels, which of course are very scary. The Greenland ice sheet melting, which I’ve personally seen. "
91,"But we have to start making the case to the people in the middle of the country. What does that look like? Raging fires like you’ve seen in Colorado and Arizona where those firefighters died. It is the weird weather events. It’s the wet cropland and making it impossible to either harvest or plant. It is the doubling of homeowner’s insurance, an argument that is not made enough across this country. It is the floods that we saw this last year in places like Iowa and Nebraska and in Missouri. "
92,"It’s the binoculars of a woman named Fran that said, “Look through these. That’s my house. I bought it with my husband and we lived there with our four year olds. And it’s nearly a hundred years old, there’s still horsehair in the plaster. It’s been sitting here for nearly a hundred years and I love the kitchen. I love the way the light comes in the kitchen.” And I looked through the binoculars. I say, “Where’s the kitchen?” She said, “You can’t see it anymore. It’s underwater.” Then I say, “Where’s the river? Is this the river Fran?” I thought, “Fran, you bought a house by a river,” because there’s raging water. She says, “No, no, that’s the highway.” She says, “The river is two-and-a-half miles away, and it’s never come this close before.” That’s climate change in the middle of the country. "
93,"Last March, Fran Parr’s home in Pacific Junction, Iowa, was swamped by nine feet of floodwaters. Ms. Parr has since given at least seven Democratic candidates tours of her flooded home. She decided to endorse Ms. Klobuchar, she told Radio Iowa, after hearing the senator’s plans to deal with mental health."
94,Why do I do that? Because an overemphasis in a political debate on numbers and those kinds of things just makes people’s eyes glaze over. And I think so much of what we have to do is talk about what this is really meaning right now to people. Tie that to the economics and how we can make this work. 
95,"And third, and most importantly, since everyone’s plans are really quite similar, maybe with the exception of Bernie’s, I think what we need to do is to make people understand that we’re going to keep them whole. And the only way, as you know, having covered this, you do that is with a carbon tax, or some kind of fee on carbon because then you can take that money — I think I estimate a trillion in our plan — you take that money and you plug it into a few things, research and technology into this. "
96,"Senator Klobuchar’s climate plan is estimated to cost $1 trillion. She would raise $50 billion to $150 billion through clean energy bonds, and would ask Congress to increase the corporate tax rate to 25 percent. She would also increase the capital gains rate and establish a “financial risk fee” on banks."
97,"My infrastructure plan is different, funded differently and separately. You plug it into incentivizing those new jobs in those areas that are going to be hurt the most by this transition. And it shouldn’t just have to be green energy jobs. And you do it by helping people with their bills and people who it’s going to affect how much it costs for them to get their energy. Why do I emphasize this? I emphasize that because we’re not going to pass it if we don’t do that. That’s the difference between some of the things you talked about. "
98,"Because it certainly felt different than how we talked about cap and trade. And also because I’ve lived this. My grandpa was an iron ore miner in northern Minnesota. Those mines would open and close. He’d have to go get a job logging and then they’d open again. I lived this. I remember driving up with my dad to Duluth and seeing a billboard when I was pretty young and it said, “Last one to leave, turn off the lights,” because things were so hard up there. They came back roaring back. I won’t go into all of the things about the iron ore mines and what we did, but more than that, it was about tourism. It was about new businesses. If you’ve ever heard that Epicurean cutting board, that was there. They did a bunch, and now it’s a thriving town under 22 inches of snow. [LAUGHTER]"
99,"KK: We still have a lot of questions to get through. I’ll make it shorter, I won’t filibuster."
101,"JW: Senator, could you give us some names of people that you would consider appointing to the Supreme Court?"
102,"I’m not going to give names of people. I think that — could be something that — I don’t think it’s the right way to govern. But I will tell you the kind of justice I’d like to see. I think we have some great models in a Sonia Sotomayor who I helped work on that nomination. Elena Kagan, also, Stephen Breyer and may I not forget the notorious R.B.G. I think you have some models of what a justice would look like to me. And I also think that you have someone who has, if you look at the nominees that I made to the Federal District Court, a women named Mimi Wright, who’s extraordinary in Minnesota. Susan Richard Nelson. Put in an African-American judge, African-American U.S. attorney. Here’s an interesting point. The first openly gay marshal in United States history, openly. But I did that with a woman named Sharon Lubinski. These were all people I recommended to President Obama, and he took my recommendation. So that’s my track record. You can look at as well as my work as a prosecutor and how I view justice. "
103,"Susan Richard Nelson is a federal judge nominated to the United States District Court for the District of Minnesota by President Barack Obama. Sharon Lubinski, also a nominee of President Obama’s, became the first openly gay United States marshal. "
104,"JW: And can I just take you back briefly to the issue of executive orders and guns specifically. You mentioned the boyfriend loophole, but you’ve laid out an aggressive series of actions you would take. How would you go about doing that without alienating the millions of gun-owning Americans?"
105,"Senator Klobuchar has said her priorities on gun control include universal background checks, a ban on assault weapons and limitations on magazine sizes."
106,"Great question, because people don’t ask it enough. So I am the only one on that debate stage who has, again, won in areas that have a lot of hunters. My state is a big hunting state with a proud tradition of hunting and fishing. So when I look at these proposals, I say, “Do they hurt my Uncle Dick in his deer stand?” They do not. The assault weapon ban that I’ve long supported from when I was a prosecutor, that does not hurt him in his deer stand. The universal background checks don’t hurt him. The magazine limits don’t hurt him. All of these are common-sense ideas. So right now we have seen a shift in politics on this and if we screw this up it’ll be on us because we should not screw this — the shift in politics — majority of Trump voters support universal background checks. Majority of hunters support universal background checks. Obviously they don’t quite support some of the other things in as big numbers, but I think you can get them there."
107,"A staple of Senator Klobuchar’s stump speech has been her “Uncle Dick” test — for each measure she asks, “Does this hurt my Uncle Dick in his deer stand?” Her uncle (and Aunt Jane) live in Wisconsin."
108,JW: Would you support a mandatory buyback for assault rifles?
109,"I would support a voluntary buy back. None of that will matter if you don’t get the assault weapon ban in place right away. And then you go from there. So instead of going there, where we have to go is how do we bring them with us. And we’ve seen what happened. Law enforcement has tried. They tried again. The guy, that chief in Houston was incredible yesterday, but we failed to get it reauthorized, the assault weapon ban, for instance. It’s not the only thing, but it’s one thing. The moms tried after Sandy Hook. They set a good foundation, but they failed in the U.S. Senate. We failed. They didn’t. We failed. "
110,"And then you go to Parkland and something changed after Parkland. It was when those kids stood up and all the other kids across the country saw them, and people started talking to their dads and their grandpas. Boys stood up for the first time in a big way, and it made a difference. That is why we passed universal background checks and closing the Charleston loophole and closing the boyfriend loophole in the House of Representatives, because of the new people we had put in the House. "
111,"This is the moment that the Senate has to change and this is going to be one of the big issues in this campaign. I just see this trend and they are in the pocket of the N.R.A. I saw it firsthand. I — as the one seated across — you can watch the video, President Trump, after Parkland, in the White House with a group that had come there to advocate for gun safety legislation. I have a little piece of paper — I was sitting next to Pence — where I wrote down how many times Trump said he wanted universal background checks. Nine times. I made hash marks nine times. And the next day he met with the N.R.A. and he folded. That’s the story that people have to hear because he folded and he always folds to those interests. He folds to the pharmaceutical companies. He doesn’t have the backs of the people of this country. So that’s how you win and that’s how you make the case. But yeah, do I condemn hunters? No, I have them in my family."
112,"Mr. Trump has frequently alternated between promises to pursue gun reform and promises to defend the National Rifle Association. After a spate of shootings last summer, Mr. Trump vowed to pursue “background checks like we’ve never had before,” then met with the N.R.A.’s chief executive Wayne LaPierre and backed down. KK: Go ahead."
114,"JW: I just wanted to ask you also about your record on criminal justice. You obviously worked as a state prosecutor and you’ve touted that record and obviously a lot has changed as well in recent years. Can you talk about how you would handle — we’re at a relatively low point in crime in this country, or a low commission of crime — can you talk about if there was an uptick in crime, how you would respond to a public call for a return to that period where there was sort of a tougher approach, more incarceration, the sort of the things we’ve seen that have done so much damage?"
115,"Senator Klobuchar was a prosecutor for Hennepin County, Minn., between 1999 and 2007. She embraced tough crime policies, including harsher sentences for nonviolent offenders such as drug dealers and graffiti taggers."
116,"Sure. That’s a great question because I actually have a track record on it. So I was not a state prosecutor. I actually headed up the county attorney’s office, the biggest prosecutor’s office in Minnesota, that was bigger than actually our attorney general’s office because it wasn’t just prosecutors. It was half prosecutors and it was half civil. "
117,"I provided the legal work for the biggest public hospital in our state and did — it was a big law office actually. And I did that for eight years. And so the way I approach my job is that we were ministers of justice. That our job was to, yes convict the guilty, but protect the innocent. That our job was not to be like a business and that we didn’t want to see repeat customers. So my priority was to make our county safe, but it was also to figure out how do you best make it safe. "
118,"Throughout the 1990s and 2000s, The Star Tribune, a Minnesota newspaper, emphasized Senator Klobuchar’s “tough on crime platform” and “police-have-endorsed-me, law-and-order campaign,” according to a Vox report. Senator Klobuchar wrote of her intent to “put repeat and violent offenders behind bars” and “hold judges accountable for sentences.”"
119,"So that’s why I did a lot of work when it came to drug courts, something I continued in the Senate. I have been the lead on getting the federal funding for drug court. "
120,Senator Klobuchar received an award from the National Association of Drug Courts Professionals for her work advocating government support of drug courts in the Senate.
121,"And that is a really good way to get people out of the system and get them the treatment they need. I did a lot of work with mental health and a lot of this came from, the reason I came up with the proposal on this is because I think it is the really not talked about issue. One in five Americans struggle with mental health sometimes in their lives and as you’ve done with your reporting on the opioid epidemic, there’s a lot of dirty hands when it comes to that. And a lot of money is going to come in from this master federal settlement that should be used to help people. Comes from the heart for me. My dad struggled with alcoholism his whole life. By the time he had his third D.W.I., he was faced with this tough love situation: jail or treatment. And he chose treatment, and his life changed. In his words, he was pursued by grace and I believe everyone should have that same right. "
122,"So with criminal justice, number one, what I think we need to do is pass the Second Step Act. I was a co-sponsor of the First Step Act and involved in that bill. I thought it was very important for racial justice. I thought it was important for the economics of our country. If we are cutting out a bunch of people that should be able to participate in our economy and vote and everything, that’s wrong. "
123,"The First Step Act, a bipartisan prison reform bill signed into law in December 2018, “is showing that past injustices can be corrected,” the editorial board wrote last June."
