,text
24,KK: Make the case for us that you’re a deal maker.
25,"Well, first of all, I’m not quite sure — I have not seen that study. You may want to go back to my role in the House where year after year after year, guess which member of Congress got more amendments passed on the floor of the House than any other in a bipartisan way. So I don’t accept that. "
26,"From 1995 to 2007, Mr. Sanders, then a representative, passed 17 amendments by a recorded roll call vote, more than any other member of the Republican-controlled House. In 2005, Rolling Stone named him the “amendment king” of the House. This is not necessarily evidence of working across the aisle to sponsor legislation."
27,"But, second of all, the point that I am making is that the way you bring about real change in this country, what the history of America is about is when millions of people stand up for justice. So again, when I say to you — in due respect, and I mean that — we look at the world differently. You’re saying, how do I negotiate with Mitch McConnell? And I’ll tell you how I negotiate. Because when the people of Kentucky are demanding to raise the minimum wage to $15 an hour or health care for all or making their schools, public colleges and universities tuition-free, that’s the basis of negotiation. O.K.?"
28,"Four years ago when I was in this room, I suspect, talking about an agenda, many of the people in this room — I don’t know how many of you were here — thought that the ideas that I talked about, “What crazy ideas, right? Raise the minimum wage to $15? Oh, Bernie, don’t you know, federal minimum wage is seven and a quarter. Who are you going to negotiate with?” Seven states have passed that already, including New York State, and so has the House of Representatives. That’s how change comes about: You make an offer to Mitch McConnell that he cannot refuse, and that is that the American people want to move in a different direction."
29,All but three members of the current editorial board joined after Mr. Sanders’s endorsement interview in 2015.
30,"KK: Well, we continuously see gun safety legislation die in the Senate. Yes. "
32,"KK: Legislation extremely popular with the American people. The vast majority of Americans believe in, for instance, expanded gun —— Absolutely."
34,"KK:—— background checks. So I guess I’m curious how it will be different. Again, we do live in different worlds.  KK: Yes."
37,"Bernie Sanders at a campaign rally in Greenville, S.C. Gabriella Angotti-Jones for The New York Times"
39,"You know, again, we do live in different worlds. O.K.? I’ve just given you an example. We four years ago, as a fairly unknown senator from a small state, we helped transform political discussion in America and made ideas which were thought to be radical and extreme kind of mainstream and adopted by many of my Democratic colleagues and opponents. All right? Think what you could do as president of the United States. "
40,"All right. Under my administration, the N.R.A. will not determine gun policy. All right, so I’m asking you to imagine something that you haven’t seen in your lifetime, and I know — that’s fair enough, that’s difficult. I was mayor of the city of Burlington. You wrote an article — you know, as some of you may know, I’m not always pleased by what The New York Times writes about me, but you had a good article last week by Alexander Burns, I think, talking about a little bit of what I did in Burlington. "
41,Read “Bernie Sanders vs. the Machine” by Alexander Burns from Nov. 27 here.
42,"When I became mayor, there were 13 members on the board [of aldermen]. Eleven of them were opposed to me. I never had a majority in eight years. We transformed the city. How did I do that? I did that because we went, in fact, to the people. We doubled voter turnout in a four-year period. Doubled voter turnout. I won working-class wards 2 to 1 or 3 to 1, all right? And we made the board of aldermen a kind of an offer that they couldn’t refuse. They were looking around them, and they were saying, “Oh my God, Bernie does have the support of the people. Am I going to give him everything he wants?” They didn’t, but we went a very long way. So the main point here is to change political consciousness in America. I think we have already gone some way in doing that. As president of the United States, I will go a lot further."
43,"In a recent interview, Senator Sanders said that if elected president he hopes to replicate his mayoral strategy “on a somewhat larger scale.” Senator Sanders won the 1983 Burlington, Vt., mayoral election in a landslide by casting himself as a champion of the people against the establishment."
44,KK: I want to give my colleagues some opportunities to ask some questions as well.
45,"Nick Fox: Can I just follow up on that one question? Given what we’ve gone through over the last three years when Democrats hear about the president flying around the country holding rallies, they might cringe. And I’m wondering how you flying around the country in 2021 rallying the people would be different than what Donald Trump has been doing?"
46,"Well, I don’t know if I should be insulted by that question. I’ve spent my life fighting against everything that Donald Trump stands for. O.K., but too — as I look at this country right now, what I see, and having been to virtually every state in this country, I think you have a people were very disillusioned with the political process, which is one of the reasons we have the demagogue in the White House right now. And I think the goal of a president who speaks for the American people, who believes in the American people is to rally them around ideas that they already believe in. "
47,"So, if I hold a rally, it’s not to attack undocumented people or African-American people, to try to divide the country up. It’s quite the contrary: to bring people together. Now you got in people like Mitch McConnell, somebody who, to his credit, believes that we should cut Medicare, Medicaid and Social Security and give tax breaks to billionaires. If 10 percent of the people in Kentucky agree with that, I would be surprised. And as president of the United States, I would make that clear to the people of Kentucky."
48,"Andy Beshear, a Democrat, was elected governor of Kentucky in November, defeating the incumbent, Matt Bevin, in a race that focused in part on Mr. Bevin’s unpopular cuts to health and social services including Medicaid.  KK: Jeneen."
50,"Jeneen Interlandi: Thank you so much for joining us, Senator. You know we’ve talked a lot about health care reform in the debates and throughout the season, and it’s obviously very important, but it’s not the only thing that determines health. So what I want to talk about is what are some of the other things that you’ll focus on as president to improve the nation’s health?"
51,"BS: Great point. In fact, medical care is maybe not the most important point in determining people’s health. We have to do a lot better in terms of disease prevention. We have to figure out a way to improve dietary habits in this country. To be honest with you, obesity is an awful problem leading to diabetes. We have to deal better with exercise. What we also have to do is deal with issues like pollution and environmental degradation. You go to a few miles away from here in the Bronx and a significant number of the children are dealing with asthma because of pollution. And pollution kills all over the world, just a whole lot of people. So that speaks through a strong approach toward environmental protection, cleaning up our air, cleaning up our water. God, one of the most emotional and difficult meetings I ever went to in my life was in Flint, Mich., a number of years ago. Talking to parents in terms of what happened to their kids because of lead in the water, all right? So it means creating an overall environment which is clean, which is healthy."
52,"As a candidate in 2016, Senator Sanders visited Flint at the height of its water crisis and participated in a community forum where residents called on the government for national aid. The only Flint aid given so far by the Trump administration has been money that President Obama approved in 2016. Senator Sanders also returned to Flint and met with residents in 2018."
53,"JI: How would you go about doing that? Are there specific policies or programs that — policies, for example — you would reverse that have been enacted in the past four years? Are there specific things that you would target?"
54,"Well needless to say, I would reverse all of the executive orders that Trump — or virtually all of them. Trump has deregulated and weakened the E.P.A. I would strengthen it. You know, I don’t think it’s a radical idea. And by the way, I don’t know if you know it or not — I mean, I was surprised to learn — you know, believe me, it’s not just Flint, Mich., that has a problem with drinking water. It exists — in California, you’ve got thousands and thousands of homes that cannot drink the water coming out of their tap. So you know, for me, a clean environment is a fairly fundamental right of the American people, and we will use all the resources we have to make that happen."
55,"More than 300 public water systems in California supply unsafe drinking water, according to data collected by the California State Resources Control Board. That means more than a million Californians are exposed to unsafe drinking water annually. Gov. Gavin Newsom allocated $168 million to water system improvements in 2018."
56,JI: Do you believe that flavored e-cigarettes should be banned? How would you tackle the vaping-related health crisis?
57,"Yeah I do. I think that they already seem to be causing serious health problems. But I think, you know, the answer is yes, but I think that above and beyond that, you know, we have to look at things like the tobacco industry again, who are selling a product that kills people. And by the way, and I hope we’ll get to this later, we will get to it because I’ll talk about it. And that is climate change. And you have an industry out there called the fossil fuel industry that makes billions of dollars every year, and their product is destroying the planet."
58,"Campaign finance reports reveal that the Sanders campaign has accepted donations from Juul Labs employees. The campaign does not appear to have taken an official stance on a flavored e-cigarette ban, but when reports of the Trump administration’s ban surfaced, Senator Sanders tweeted, “Now do AR-15s.” Whether a ban is a good idea has not been established. JI: Sure."
60,"What do we do about that in terms of health? Talking about health, the question is whether the planet survives in the indefinite future. So, I think you will find my administration very aggressive. And then you’ve got food manufacturers, who quite intentionally are putting a lot of sugar into their products, and you know, causing health problems with the kids. These are very important issues. "
61,"Health care is one thing. Making sure that people have access to doctors. Or doing a better job preventing disease, is something we have a long way to go. The last point I would make on that, as we reform health care, and I believe in Medicare for all. Primary health care. The ability to people to go to a doctor, when they need to go to a doctor in their community, is an enormously important issue. So, in the middle of a dysfunctional health care system, one of the worst problems is lack of access to primary health care."
62,    Watch a special endorsement episode of “The Weekly”     FX Hulu
64,          This video excerpt has been edited by “The Weekly.”         
66,"JI: Just one final question, with respect to public health, on vaccine hesitancy and how you might combat that? How you would address things that are impacted by waning public health infrastructure, and lack of ——"
67,"The Centers for Disease Control found that the vaccination rate for measles, mumps and rubella in kindergartners slipped in the 2017-2018 school year for the third year in a row. The World Health Organization recently cited vaccine hesitancy as a top threat to global health. I’m sorry?"
69,"JI: With respect to public health, for example, vaccine hesitancy. How would you combat that? What would you do to fortify the C.D.C. for example?"
70,"Well, I would — I mean, I think it is — we’re already seeing measles epidemics, or problems arising, and we will be very aggressive, in making certain that kids get the inoculations they need, to prevent diseases, which are contagious."
71,KK: What does that mean? Does that mean making vaccines required?
72,"I haven’t thought a whole lot about that particular issue, but it may well mean that. I mean, if it was your kid, if you decide, for whatever reason, not to vaccinate your kid, and that kid goes to the school, and gets my kid sick, I don’t grant you the right to get my kid sick. KK: I agree with you."
74,JI: Do you think there’s any circumstance under which families should have the right to exempt their children from vaccines that have been deemed mandatory by the C.D.C. now?
75,"Again, I haven’t thought a whole lot about that, but I think — I suppose if you want to live out in the desert by yourself, in an isolated way, and you’re not going to get anybody else sick, maybe. But, generally speaking, if your child, or anybody else, has the potential to get other people sick, I think there is an overbearing public responsibility to make sure you don’t get other people sick."
76,"The Sanders campaign hasn’t recently commented on vaccine hesitancy, but in 2015 Senator Sanders said that he is “sensitive to the fact that there are some families who disagree” about efficacy of vaccines but thinks it is “wrong” for a child suffering from illness to threaten the health of their classmates."
77,"Aisha Harris: Thank you for your time, Senator. Now I’d like to turn to your health for a moment. Do you know when you plan to release your complete health records to the public?"
78,"We hope to — I want to make sure that it is complete. So we hope to do that, the goal is by the end of the year. I won’t swear to you. It may be a few days later, or a week or two later, but we will release them fully."
79,Senator Sanders released letters from his doctors declaring him healthy on Dec. 30.
80,"AH: And after the artery blockage that occurred earlier this fall, there’s obviously some concern among voters about your health. What are you doing to take care of yourself now? [SANDERS LAUGHS]"
81,"Senator Sanders, who is 78, had a heart attack in early October. It took his campaign three days to disclose the information, raising concerns about both his health and transparency."
82,"Thank you! My wife watches me very carefully. Don’t tell her we had spare ribs last night, please. Don’t let her know that. It was a good place. Lauren Kelley: This is on record. [GROUP LAUGHS]"
84,"I’m eating better. I’m exercising. Well, not as much as I should. It’s hard when you’re on the campaign trail, but I am trying to do better."
85,"KK: How do you answer comments by Jimmy Carter, for instance, that he wouldn’t have been able to do the job of the presidency at age 80? Should there be an age limit?"
86,"In September, Mr. Carter said that the presidency requires being “very flexible with your mind” and he does not think he would have been able to handle the duties of the office at age 80."
87,"No. There should not be an age limit. Look, this issue of age, it’s a fair question. But I think we look at the totality of the human beings, and some people say, “Well, he’s kind of 78. He’ll be 80 when he’s inaugurated.” That’s an issue. I got it. It is an issue. But some person who is 80 is different than other people who are 80. But it’s not just age. You have to look at what have you done with your lifetime? What’s your record? What do you stand for? What fights have you fought? What is your record? So, I think people will look at the totality of the candidates."
88,"And I’ll tell you what the advantage — if there’s an advantage of being 78 — is that I have been doing what I do for a long time. So, if you want to get your researchers to take a look at my record, what you’ll find out is I have been on more picket lines than probably all of my opponents combined, because I believe in workers’ rights. In terms of Medicare for All, this is not a new idea for me. Trust me. I was talking about that, going up to Canada, getting Canadians to come to talk about it when I was mayor of the city of Burlington. Taking on the pharmaceutical industry: 20 years ago I took a bus load of Vermonters across the Canadian border to buy tamoxifen, a breast cancer drug, for one-tenth the price. So, the advantage in the sense of age, is that what I do today, is by and large what I’ve been doing my whole life. Now, you may like it. You may not like it. Ain’t going to change when I get to the White House. And I see that as an advantage. People know who I am. What I stand for. Some like it, some don’t. But the president I will be is not different than the guy I’ve been for the last 30, 40 years."
89,"Senator Sanders has made his ideological consistency a focal point of his campaign. His calls to narrow the wealth gap have been longstanding, for example; in 1976 in a gubernatorial debate, he said that “the fundamental issue facing us in the state” is the excesses of the richest 1 percent. After the interview, one board member noted, “I just found it interesting that he said, ‘I’m consistent. That’s my whole story.’ And then his answer on gun control is, ‘I haven’t said that recently.’ And his answer on immigrants is, ‘I’ve changed my mind.’ Sort of a conflict there between consistency and new ideas.” Gun safety and immigration are two issues Mr. Sanders has, in the past, been out of lock step with many Democrats."
90,"Mara Gay: Senator, do you have a workout routine? Are you a gym rat?"
91,"I wish I did. My daughter thinks I should. I don’t. And I’ll tell you something. You asked me a personal question. The heart attack was a shock to me. Not physically as much as it was intellectually, because I have been blessed — this is not wood, I know, whatever it is — with good health my whole life."
92,The senator knocked on the conference table. Its exact material is unknown.
93,"I was a kid growing up in New York City. I was a long-distance runner, so I could run forever. I was a pretty good runner. And the idea that my body malfunctioned on that day was shocking. I couldn’t believe it when the doctor told me. I really couldn’t believe it. So, to answer your question, I am going to do my best. I see it as a public responsibility. I don’t have — I should, and maybe my daughter is right. She’s into yoga. She’s a yoga instructor. She’s been trying to get me to do this. You agree? Right?"
94,Senator Sanders told CNN’s Chris Cuomo that he was a top high school athlete. He played basketball and took third place in New York City’s indoor one-mile race.
95,MG: Sounds like you should listen to your daughter.
96,"I think I should. I will do better, but the top problem is that on the campaign it’s just so hard."
97,"Michelle Cottle: So, now you were talking about the totality of your experiences. Looking at the totality of the ticket, so to speak, who is on your short list for running mate? What factors are you ——"
98,Do you want to be vice president? Is this what you’re asking me?
99,"MC: You know, I don’t even — I can’t imagine that job."
100,"All right, let me just say this. I think it’s a little bit premature. It will not be an old white guy. [LAUGHTER] I think Joe [Biden] has had eight years as vice president: probably enough. I believe in diversity. I believe and know that my administration and my cabinet will look like America looks like. I’m not going to tell you who it’s going to be. We haven’t considered that yet, but I think it is long — the country is long overdue for the kind of diversity that we’re going to bring to the White House."
101,MC: Now what about your campaign staff? What percentage is women at this point?
102,"I don’t know. I would tell you that to the best of my knowledge — my campaign manager is out there somewhere [GESTURES TO THE HALLWAY]— 40 percent of our campaign is minority. We have a whole lot of African-Americans, and Latinos, and Asian-Americans. It’s a very diverse campaign. I will tell you. Let me go through it right now: Campaign manager in Iowa is a woman. Campaign manager in Nevada is a woman. Campaign manager in New Hampshire’s not a woman. Campaign manager in South Carolina is African-American guy. Campaign manager in California is a woman."
103,"As of May, the Sanders campaign staff was 71 percent female, according to The Wall Street Journal. The staff is majority nonwhite; 47 percent of members are white and nearly 10 percent are black."
104,"MC: Now, there were allegations in the 2016 campaign of sexual harassment. What steps have you taken so there’s not a ——"
105,"We’ve taken radical steps. I was humiliated. I heard about it, and I read the four articles that appeared in The New York Times on that issue. And it was personally humiliating to me. And embarrassing that — and we met with some of the people. It was disgusting, that some of the people on the staff. Various — you know we have hundreds of people on the staff, and some acted in totally inappropriate ways. What we did is we hired, we think, the best people in the country who are familiar with this issue."
106,"They made recommendations. We implemented them. We instituted, what I believe was and may well be today, the strongest protocol in terms of sexual harassment. Which means that if anyone feels that they have been treated incorrectly, improperly, inappropriately, there was an independent channel that they go to. So, we have taken very strong action in response to what happened in 2016."
107,Senator Sanders released a 16-page document in May outlining his campaign’s new guidelines for ending sexual harassment that included an independent hotline to report harassment and a fixed pay scale. The Sanders campaign staff voted to unionize in March.
108,"MG: Senator, why hasn’t your candidacy gained broad support among African-Americans?"
109,"Well, a couple of reasons, but check that out. I think sometimes — without going through the whole — what happened in 2016 is, we were running against a woman, who — she and her husband were very popular in the African-American community. But even in 2016, we won the support of African-Americans who were under the age of 40 and Latinos. And right now that is still the case. In fact, poll after poll has us winning the support of people under 49."
110,"We’re not doing well with older people. I’ve got to work on that. But I don’t accept the fact that we’re — I mean, I’d like to do better. But we are not. And Joe Biden is doing well, and there are reasons for that. But I think behind Joe, we are in second place within the African-American community. I suspect we’re winning among younger African-Americans."
111,"Senator Sanders is a favorite among black millennials, but by a small margin. Mr. Biden is leading him in support among all black voters by nearly 20 percentage points. KK: Why is Biden doing so well?"
113,"And I should also tell you that I just came back from South Carolina yesterday. We have more African-Americans support in the State Legislature than any other candidate. We had nine members of the State Legislature who are supporting us. Actively supporting us. We have — I don’t know enough about other campaigns, but we have a whole lot of people like Cornel West, Nina Turner, Danny Glover, many others. Leading African-American voices that are out there campaigning very, very hard for us. I think we will surprise people about how well we do in South Carolina, for example."
114,"MG: So, you’ve declined to support reparations. What, if anything, should the federal government do —— Good. MG: — to address the condition — Good."
118,"MG: — specifically of black Americans after centuries of discrimination, exclusion and plunder, frankly?"
119,"Yes. You’re right. It’s not that I have rejected reparations. I am on Cory Booker’s bill in the Senate, which looks at reparations. I’m a co-sponsor of that. Strong co-sponsor of that. What I believe is, you’re absolutely right. And that means I am sympathetic to what Jim Clyburn of South Carolina, was talking about. I don’t know if you’re familiar with what Clyburn is talking about. It’s called the 10-20-30 legislation and what it says is, the federal government must substantially increase funding for distressed communities that have long-term poverty rates. Often, not always, African-American communities. And that means a significant increase in federal funding for housing, for education, for health care, for infrastructure, for job training."
120,"While Senators Elizabeth Warren and Cory Booker said they supported some form of reparations, Senator Sanders has been typically contrarian on the issue — he said that “there are better ways” to help black communities “than just writing out a check.” "
121,"You’re absolutely right. There is no argument. They’re all community, African-American community. We don’t even have to go into all the horror that that community has experienced, and that has got to be addressed and we intend to address it, in an extremely bold way. That’s a promise I make to you. MG: Thank you."
123,"NF: You’ve announced proposals to, I guess, essentially freeze deportations, to decriminalize border crossings and to provide a pathway to citizenship. Yes."
125,"NF: But, you’ve also said that guest workers and undocumented immigrants can lower wages for low-skilled American workers. I was wondering if you still felt that way, and what do you think —"
126,"No, that’s what I said on the Lou Dobbs show 250 years ago, right? It gets repeated a little bit. But look, I think if you look at the proposal that we have, and I speak as the son of an immigrant. What we are going to do — you asked me what we do in the first hundred days — I’ll tell you what we do on Day 1. What we do on day one is end all of Trump’s racist immigration executive orders. We undo them. And on Day 1, we restore legal status to the 1.8 million young people and their parents eligible for the DACA program. O.K.?"
127,"Senator Sanders made this argument multiple times during his 2016 run, including in an interview with Vox’s Ezra Klein and at a Hispanic Chamber of Commerce event, where he argued that lower wages are tied to an influx of immigrants."
128,"No. 2, through executive order we are going to totally change our attitude on the border. Under my administration, federal agents will not be snatching babies from their mothers. Will not be throwing children into cages. And No. 3, and I believe we can do this, I can’t swear to you, because it is going to require bipartisan support, but I think the American people do want comprehensive immigration reform, and a path toward citizenship. And I will push that as strongly as I can. And I think there is bipartisan support for that."
129,"But in terms of labor rights, I will tell you this, you may or may not know this, in — I don’t know, 2008 maybe? Somewhere around there. I went to Immokalee, Fla. Does that town mean anything to anybody? Immokalee, Fla.? Immokalee is a small town near Naples, Fla. And it turns out to be the town where a whole lot of tomatoes are grown that go to McDonald’s and Burger King to be used on their sandwiches. And I stood with the workers, the undocumented workers, in Immokalee, to help them get better working conditions and better wages. And we held a hearing — when Ted Kennedy was alive, we held a hearing. And the result of that, is they got better wages."
130," So, I think you’re raising an issue, though, that we don’t talk about a whole lot when we talk about immigration, and that is the exploitation of undocumented workers. If you don’t have any documentation, I could hire you for five bucks an hour and what recourse do you have? Not much. And that is an issue that our labor law reform, by the way, does deal with."
131,"Senator Edward Kennedy died in 2009. Read a full synopsis of the 2008 hearing, via the farm workers’ coalition, here. Read about Mr. Sanders’s workplace proposals here."
132,Binyamin Appelbaum: But you don’t think that that exploitation results in lower wages for domestic workers?
133,"Sure it does. Right now, we have people who are being exploited. If you’re undocumented, and you’re being paid five bucks an hour, why am I going to pay her $12 an hour?"
134,"The prevailing view of economists is that immigration increases economic growth, so it is not tethered to lower wages or less employment for American workers. BA: I’m confused."
136,"And that’s why the labor law that I am proposing will make sure you pay that worker $15 an hour, as a matter of fact."
137,"BA: What you said on the Lou Dobbs show was that that exploitation lowers wages, and you just said that again. So, I’m confused about what has changed about your position."
138,"Senator Sanders’s appearance on “Lou Dobbs Tonight” wasn’t exactly 250 years ago. It was 2007, when he said, “I don’t know why we need millions of people to be coming into this country as guest workers who will work for lower wages than American workers and drive wages down even lower than they are now.”  What did I just say again?"
140,BA: You said that the exploitation of undocumented workers results in lower wages for domestic workers.
141,"Yeah, if you’re being paid $5 — If you’re being paid $5 an hour, now of course it’s going to lower wages. Why would I hire at a higher wage?"
142,"BA: But just a minute ago you said that was no longer your position. Is it your position that immigration, and exploitation ——"
143,"I didn’t say “immigration.” I said that if you are paid, anybody is paid, exploited and illegally paid low wages, of course that’s going to lower wage standards in America. BA: And that’s what’s happening right now?"
145,"You said that. I didn’t say that. I don’t know how big a deal it is, but if people are being exploited by their employers, of course it lowers wages in America. Why do I — If I can get you for cheap labor, why do I pay her a living wage? Do you deny that? I mean, I don’t know. That’s ——"
146,BA: I just wanted to understand your position. Thank you. Do you disagree with that?
148,"BA: I think that there’s a lot of research suggesting that that’s not actually the case, yes."
149,"That if I pay you five bucks an hour, it doesn’t have an impact on her wages. BA: That immigration —— I didn’t say immigration."
152,"BA: The immigration under current circumstances, which is substantially under ——"
153,"Buh-buh-buh-buh-buh. Hold on. You’re misstating me. All I am saying is that if for whatever reason, I’m paying you $5 an hour, O.K.? You don’t think that’s going to lower the wages that she gets?"
154,BA: There’s a lot of economic research suggesting that it does not. Not that I have seen. BA: O.K.
157,I mean I think that’s kind of common sense. It’s called a race to the bottom. BA: Thank you.
159,"NF: You’ve long supported movements in Latin America to oppose American intervention and oppressive regimes there. Why do you think it is that so many of the leftist governments that have taken power in the last few years, despite the hopes that many American leftists had that they would bring about change, have become anti-democratic, corrupt and even brutal?"
160,"Well, for a start, compared to what? What I have opposed my whole life is U.S. interventionism and overthrowing governments. All right. As you are familiar with, the United States has a long history under the so-called Monroe Doctrine of overthrowing governments. I don’t think that that’s right."
161,"Even as mayor of Burlington, Senator Sanders was outspoken in his support for leftist movements in Latin America opposing United States intervention. He made an unusual trip to Nicaragua in 1985, where he praised that country as being “determined not to be a banana republic anymore” after years of foreign domination."
162,"All right. I think it was wrong to overthrow Salvador Allende in Chile, and it was wrong to overthrow the Brazilian government. Wrong to overthrow the government in Dominican Republic, wrong to overthrow the Grenadian government. You know, it’s just Big Brother thinking they have the right to intervene, whatever they wanted in Latin America. Now, you raise an interesting question. First of all, when we talk about recent governments — Lula [Luiz Inácio Lula da Silva, former president of Brazil], who I talked to a couple of weeks ago — we can argue it. Now I’m not telling you I’m the world’s greatest expert, but I suspect the case against them was an illegitimate case. NF: Was legitimate or ——"
164,"Was illegitimate. All right. I think he was jailed. He was — before the election in which [Jair] Bolsonaro won, Lula, as I recall, was the most popular politician in Brazil. And he had a pretty good record. And there was a charge, which I suspect was trumped up to get him out of the election, which resulted in an extreme right-wing Trump ally winning. "
165,"A 2010 survey found that President da Silva’s administration was supported by 80 percent of Brazilians. He was the country’s first working-class president. He faced and was convicted of criminal charges, including corruption and money laundering."
166,"In terms of Evo Morales [of Bolivia], his record was a pretty good record. He went a long way to limit or to cut back on extreme poverty in a very poor country. Give a voice to the indigenous people of that country. Should he have run for another term although they made it legal? Probably not. But you know, within the context of what? In Mexico where you have drug cartels, massive amounts of corruption, in terms of other countries. So I’m not quite sure I accept the basic premises. Lula, I think, did a good job in Brazil. I think Morales probably should not have run again, but his record is not a bad record."
167,"The editorial board has written that in attempting to destroy term limits and otherwise abusing power, Mr. Morales shed his legitimacy as a leader. NF: Nicaragua?"
169,"[Daniel] Ortega is a good exception to the rule, who came to power way back when in the ’80s and has since become a dictator, and I think that’s unfortunate. But don’t only look to leftist governments. Our friend Mr. Bolsonaro in Brazil is now destroying the entire lungs of the world, if you like, and attacking gays. So you know, it’s not just left-wing governments that have misbehaved, I think, in Latin America."
170,The editorial board has frequently written with concern about the rise of Mr. Bolsonaro and other populists around the world. 
171,KK: I assume that Venezuela would be one of the exceptions on that list as well? Yep. Yep.
173,"In February, Senator Sanders warned against intervention in Venezuela. He told CNN’s Wolf Blitzer: “It’s fair to say the last election was undemocratic, but there are still democratic operations taking place in that country.”"
174,KK: Can I ask you a question about a different part of the world? Are you comfortable with the United States having nuclear weapons in Turkey today?
175,"In October, President Trump appeared to acknowledge that the United States has nuclear weapons in southern Turkey, breaking with longstanding government protocol not to comment on where the country has such weapons stationed. Mr. Trump’s comments came after concerns over Turkey’s invasion of Syria. Obviously, Mr. Sanders is also breaking that protocol here, too."
