,text
38,"Mr. Yang’s argument that he is pulling 10 percent or more of Trump supporters was not rated favorably on PolitiFact — the 10 percent figure comes from a July YouGov poll, and subsequent polls found the number to be lower."
39,    Watch a special endorsement episode of “The Weekly”     FX Hulu
41,          This video excerpt has been edited by “The Weekly.”         
43,KK: Have you spoken to Republican lawmakers about the Freedom Dividend?
44,"I haven’t sat down with a lot of sitting senators and congressmen and women, but I’ve talked to literally thousands of people who supported Donald Trump in the last election who say they are now supporting me. I’ve talked to many folks who are Republicans who say they are, at least, sympathetic to my message, in large part because they understand the numbers. When I talked to 70 C.E.O.s here in New York City, not that far from here, it was a fancy bank office, most of them were Republicans. I said, “How many of you are looking at replacing your back-office clerical workers with artificial intelligence and software?” Guess how many hands went up out of 70. All of them. The truth is, you should fire any C.E.O. who was not looking to make that happen, because their incentives are all tied to the bottom-line profitability of their firm. And most of them were Republicans. So they understand the need for what I am proposing."
45,"Jamie Dimon, who is a Democrat but is a numbers person, has looked at the numbers and said, we should declare a national emergency around the fact that the economy is not working for most Americans. And he’s proposing a negative income tax, which is a close cousin to the Freedom Dividend that I’m championing. "
46,"Unlike universal basic income, a system that would provide some cash to every person regardless of income level, a negative income tax system would give cash to people below a certain income threshold. Milton Friedman made the case for the tax as a poverty alleviation tool in his 1962 book “Capitalism and Freedom.”"
47,"So this is not a left or a right idea, this is bipartisan. And many Republicans will see that this is going to be a huge win for their constituents, for rural areas, for red states on the interior. We don’t need 80 percent of Congress to pass it, we just need a majority."
48,"KK: I want to move on to some other questions, but I actually have one last for you, which is why run as a Democratic versus a Republican if you have such bipartisan issues?"
49,I’ve been a registered Democrat since the Clinton years; I was an Obama appointee. I had a fund-raiser for John Kerry. It wasn’t a great fund-raiser because I was kind of young; it wasn’t one of those fancy ones where you generate tens of thousands. KK: How much money did you raise?
51,"I want to say we raised maybe $5,000, and I was quite pleased. It was at a lounge."
52,"KK: With inflation, though, it would be higher, right?"
53,"Well, thank you for saying so. Yeah, in 2019 dollars it must be at least $6,000. I’ve been a Democrat for years and years, and if you look at my alignment on the vast majority of issues, they’re lock step with the Democratic Party. So it was very natural for me to run as a Democrat. I’ve ruled out completely any third-party bid because that would in my mind increase the chances of Donald Trump winning, and the mission is to defeat Donald Trump and help move the country forward."
54,"Mr. Yang, a former technology executive and entrepreneur, has distinguished himself from Senator Sanders and the far left of the Democratic Party in making the case for a more humane capitalist system, what he calls “human-centered capitalism.”"
55,KK: O.K. Moving onto a perhaps slightly less serious topic.
56,"In hindsight, this was not an accurate assessment of the next question. I like it already."
58,"Aisha Harris: Back in September, you actually spoke out on behalf of the comedian Shane Gillis, who had been hired on “SNL” and then was quickly fired after some racist comments were stirred up that he had made in the past on one of his podcasts. And you said you didn’t want to be judged for something you had done 25 years ago. But Gillis’s comments were maybe a year ago. So I’m curious as to, in your mind, how long of a period of time should it be before someone faces some sort of consequences for something they’ve done in the past?"
59,"Mr. Gillis was hired by “Saturday Night Live” last September, then dropped days later after clips surfaced showing him using slurs and language offensive toward Asian and L.G.B.T.Q. people, including one specifically about Mr. Yang. Mr. Yang later said the comedian should have had the chance to keep his job and explained: “As a society, we have become unduly punitive and vindictive about people making statements that some find offensive or distasteful.”"
60,"So when I heard that Shane Gillis had called me “Jew chink” — I think was the slur — my reaction was the same reaction anyone would have, which was like, who the heck is this guy, and he sounds like a total jackass. Well, my wife actually had heard about it independently and was also like, “Who the heck is this guy?” And so then I sat down and started to figure out who Shane Gillis was, what he did for a living, and then I sat down and watched some of his comedy to try and get some context. "
61,"After watching his comedy, I felt that he wasn’t a malignant racist and that his slur toward me was just very, very bad comedy run amok. Which did not strike me as a fireable offense, and I realized that if I was the individual who was actually directly slurred, and I did not feel that he should lose his job over it, then I should probably share that sentiment with other people. "
62,"Particularly because I think we’ve become unduly vindictive and punitive toward statements that people find objectionable. A friend of mine said something, he said, “If the online universe descends on someone, and they lose their job, the online universe moves on a week later, but that person still does not have a job a week later.” That the impact on the individual lasts much, much longer than the rancor. So I shared this. "
63,"The comment about I wouldn’t want to be judged for something 25 years ago was about something completely independent. I think I’d seen something where Joe Biden was being called out for something he’d said 25 years ago, when I said I wouldn’t want to be called out for some misstatement I’d made 25 years ago. And then I joked, good thing no one cared about what I was doing 25 years ago, because I was at that point a 20-year-old man, and the internet didn’t really have full documentation of how I spent those years."
64,"Mr. Yang was asked on CNN’s “The Van Jones Show” about cancel culture and whether Americans have gone “too far in the direction of a lack of grace or a lack of forgiveness.” He responded: “I’m new to politics, but I certainly would hate to be judged by something I did 25 years ago.”"
65,"So the Shane Gillis opinion was not based upon the timeline, it was just based upon my reaction as a person, and the person that was directly named. I certainly think there should be consequences for one’s statements and actions, and I certainly think that obviously he made the statements within the year, and that if you did have some sort of time frame when you would want to overlook something, it would be much longer than a year."
66,"Mr. Yang’s comments, on Mr. Gillis and on judgment more broadly, contribute to a growing conversation among political and cultural figures about the merits and downsides of “cancel culture.” Former President Obama, for example, spoke out about the prevalence of “call-out culture” during an interview in October, arguing that criticizing people on social media for not being “woke” enough is “not activism” and “not bringing about change.” "
67,"AH: But do you think, I mean, he never truly apologized. He just said, “I’m sorry you’re offended.” And while you may not have felt that way, there were other jokes he made about just Asian-Americans and Asian people in general, and there were other people who were obviously affected by this. So I mean, what kind of consequences do you think someone who makes those kinds of statements and who doesn’t show any sort of remorse for it, should they face? If not firing, what should happen? What would the steps be?"
68,"Mr. Gillis issued what some saw as a non-apology, writing on Twitter that he is a comedian “who pushes boundaries” and his “intention is never to hurt.” He added, “I’m happy to apologize to anyone who’s actually offended by anything I’ve said.”"
69,"Well, in this case, what’s interesting is it’s up to the employer, and it was NBC and “Saturday Night Live.” Even as I made the statement saying I didn’t think he should be fired, I thought he probably would be fired. Because if you’re NBC and “SNL,” you look up and say, what is my upside for keeping this guy? He’s not exactly a huge moneymaker, he hasn’t worked a day on the set. Like, that’s not a really powerful set of incentives. And so I thought they probably would fire him. I’d suggest that the extent there are consequences for people’s misstatements, they should be somewhere commensurate to the level of power and influence they have and the harm that they’re doing. In Shane Gillis’s case, he was a comedian. I’d never heard of the guy before.  AH: I mean, I don’t think most people had."
71,"No, certainly not before the statements had taken place, and in terms of consequences, I would suggest that someone like Shane had probably paid a price in many ways. Like, aside from being fired, there are many circles that, if he shows up in, he’d be labeled very, very negatively. He reached out to me personally, and I had a conversation with him. The conversation with him made me feel more confident that I’d done the right thing. Because I think in many cases we’re trying to follow up on a sense of shame and humiliation that the person might already feel."
72,"After Mr. Gillis was fired, Mr. Yang tweeted that the comedian had reached out to him. “Looks like we will be sitting down together soon,” Mr. Yang wrote. Neither the comedian nor the candidate appears to have spoken publicly about the content of the meeting. "
73,KK: I think we have some questions around economics.
74,"Binyamin Appelbaum: Yes. After every invention basically since the plow, people have found new uses for the time saved by new technologies. You’ve argued that this time, this won’t happen quickly enough. Why will this time be different? What gives you the confidence that we’re confronting something new in all of human history?"
75,Mr. Yang has argued that his Freedom Dividend is one answer to the needs of the millions who will lose their jobs to automation.
76,"The numbers. So keep in mind, I didn’t just wake up and say, “Hey, technology is changing the world.” I spent seven years working in Detroit, Cleveland, Birmingham, St. Louis, Baltimore and other cities that have been blasted by the waves of automation. "
77,"This work was through Mr. Yang’s nonprofit, Venture for America. More on that in a bit."
78,"Detroit is a city of 680,000 people. Its peak population was 1.7 million. If you look this direction, you can see a thriving neighborhood, and then you turn 90 degrees and you see abandoned buildings as far as the eye can see. If we were adapting, you would see not multidecade low rates of interstate migration, which we have right now. You would not be seeing 80 percent of the country have multidecade low levels of business formation, which we have right now. You would not be seeing historic lows of business formation among young people, which we have right now. You would not see labor force participation at 62.9 percent, a multidecade low which we have right now. You would not see record-high levels of drug overdoses and suicides to the point that America’s life expectancy has declined for three years in a row, which we have right now."
79,"Mr. Yang argues that the automation of manufacturing jobs — especially in Michigan, Ohio, Pennsylvania, Wisconsin, Missouri and Iowa — helped breed the discontent and economic desperation that led to Mr. Trump’s election."
80,Andrew Yang in the spin room after the Democratic debate in Detroit. Maddie McGarvey for The New York Times
82,"BA: But we also have record low unemployment, and when you mention labor force participation, some people think a big factor there is that the government already is giving people too much money."
83,"Labor force participation — the share of Americans either employed or “actively looking for work” — declined precipitously from the late 1990s, dropping to 62.7 percent in 2014 (its lowest rate since the Carter administration). Critics of President Obama liked to argue that this was because of government handouts. But there’s a counterargument to be found in demographic trends — the Congressional Budget Office estimates that a sizable portion of the decline in labor-force participation is a result of the aging of the work force."
84,"Well, the labor force participation rate has declined precipitously, so I don’t buy that somehow the government started giving people more money over the last number of years. And the headline unemployment rate, and I’m sure you know this, it doesn’t measure underemployment, 40 to 44 percent of recent college graduates are now doing a job that does not require a college degree. It does not measure the fact that 94 percent of new jobs in the economy are temp, gig or contract jobs that do not have health care benefits and can disappear at any moment. It doesn’t include the fact that you might be doing two or three jobs to make ends meet."
85,"A 2016 study from the economists Lawrence Katz at Harvard and Alan Krueger at Princeton found that 94 percent of net job growth between 2005 and 2015 was “alternative work,” including independent contractors, freelancers and temps."
86,"Uber is literally advertising to schoolteachers saying, “Hey, we’ve figured out schoolteachers make really good Uber drivers.” And if you look at that situation, the headline unemployment rate says, “Check, this person is employed. Heck, this person might be employed twice.” The headline unemployment rate when Donald Trump was running for president, he castigated it as fake news, and then he got into office and all the sudden it became real news. He was right the first time. The number is almost intentionally designed to obscure any of the difficulties in the labor market. If I drop out of the labor market, I no longer count. I actually help the number. "
87,"Right now we have three flagship numbers we’re beating the American people over the head with, telling them that things are going great. No. 1, the headline unemployment rate. No. 2, gross domestic product, which is obviously putting up record highs even as our life expectancy is declining. And No. 3, corporate profits and shareholder value. Stock market prices correspond to the fortunes of the top 20 percent of Americans, many of the people, obviously, who live here in Manhattan. The bottom 80 percent of Americans own 8 percent of stock market value. The bottom 50 percent own essentially zero."
88,"The American cities with the highest number of high-net-worth individuals are New York, Los Angeles, Chicago, San Francisco and Washington. California has the most number of people on the Forbes list of wealthiest Americans. "
89,"If these are your measurements, then of course you’re going to think things are going in one direction, while your way of life disintegrates. Even the inventor of G.D.P., Simon Kuznets, said 100 years ago, this is a terrible measurement of national well-being, and we should never use it as that."
90,"If you run an organization, imagine having an organization that has the wrong measurements. How is that organization going to fare over time? That is where we are in the United States of America right now. We’re riding a century-old measurement off a cliff, while our way of life deteriorates underneath our feet. If you looked at levels of anxiety, stress, mental health, depression, suicides, drug overdoses, you would see that we’re in a mental health recession or depression, we’re in a wellness or life expectancy recession or depression, and the corporate profits are going to keep on going up, because in the 21st-century economy, companies can do very, very well while not hiring a lot of people, not treating them as full-time employees, and they don’t need to care what happens in their own backyard because they sell everywhere."
91,"Gross domestic product is a measure of a country’s entire economic output. Its inventor worried that it might be mistaken as a measure of citizens’ well-being. Mr. Yang’s campaign has proposed that America measure its economic prosperity with a different index that accounts for human and not just monetary factors, including inequality and quality of life. "
92,"BA: But you’re not proposing to fix any of that. People don’t just work to make money; they do work for a sense of self-worth. They work so that they can develop skills, they work so they have the possibility of earning more money someday. You’re proposing to replace a portion of the income they may have lost, but not any of those other things. Why is that a solution?"
93,"I love work, and the numbers also clearly show that people need work. Men in particular, without work, they volunteer less than employed men. So think about that for a second. They have higher rates of substance abuse, their health deteriorates, all these social ills accompany. Of course, we need to create jobs in as many communities as possible. "
94,"Harmful effects of unemployment are felt by men and women, but men are more likely to experience negative health effects including depression and increased risk of suicide."
95,"The question is, what is the means to creating those jobs? What I’m suggesting is that if you were to put $12,000 a year into the hands of every American adult … Let’s say there’s a town in Missouri of 10,000 people. Let’s say after I’m president, their disposable income goes up by $10 million a month. Where is that money going to go? It’s going to go into car repairs, day care expenses, Little League sign-ups, the occasional night out."
96,"If you were a person in that town in Missouri and you wanted to start a bakery, before the dividend, it’s a dumb idea. Post-dividend, it might be a great idea. You can hire someone to help staff the bakery, you know if the bakery fails, you’re going to survive because you have this income that you can rely upon. This is the most stable and secure way to create jobs that actually reflect our community’s needs and values. What are the other alternatives? For the government to come in and say, “Hey, we’re going to designate five people to clean up this park forever.” “We’re going to designate 10 people to make our people stronger forever, regardless of whether or not they’re ——”"
97,"In the 1960s and 1970s, the federal government commissioned a series of experiments to look at how guaranteed income effects labor participation. Researchers discovered that a program like U.B.I. doesn’t have the drastic effect on work that some might predict; households overall reduce their workload by roughly 13 percent, according to a paper in the Canadian Public Policy journal."
98,BA: So a Republican would say that alternative is to let markets work. Is that what makes you a Democrat — you don’t think the market will create enough jobs for Americans?
99,"Oh, I think the market will work beautifully toward what it’s designed to do. The market is designed for maximal capital efficiency, and it is doing a phenomenal job. That’s why you see the returns on capital outstripping the returns on labor at historic levels. The market is not designed to maximize human well-being. "
100,"And again, all you have to do to look at it is to say, stock market prices and G.D.P. record highs, life expectancy declining. Like, that sums it up. You know? You don’t need any clearer divergence than that. "
101,"Mr. Trump likes to say that the economy has reached historic highs under his administration. However, life expectancy has been falling and other measures of well-being have declined, including rising rates of depression diagnosis."
102,"What I’m suggesting is we actually make capitalism’s goals align with ours, as human beings, as parents, as Americans. Instead of maximizing these capital efficiency measurements, we should be maximizing our own health and life expectancy, our children’s education and success rates, our mental health and freedom from substance abuse, our environmental sustainability. Then we can line up the power of the markets with how we are doing. But the markets do not care one whit about us and our children."
103,"BA: I want to ask you about the — Oh, sorry, go ahead."
104,"KK: Oh, sorry, I just wanted to ask you, you know, there are some people who would suggest that a better use of money, instead of giving a Freedom Dividend, would be to dramatically overhaul America’s high schools and start teaching people different skills instead of trying to continue the race against A.I. Why isn’t that a path? Why couldn’t we instead change how we do education in this country?"
105,The Organisation for Economic Cooperation and Development’s Future of Education and Skills 2030 project is exploring the ways education systems internationally need to change to prepare students for a rapidly automating economy.
106,"We should definitely do that, in a very big and dramatic way. And I have proposals to help move us toward a better model of high school education. Only 6 percent of American high school students are in technical, trade or apprenticeship tracks. In Germany, that’s 59 percent. Think about that gulf. Meanwhile, there are millions of those trade and middle-scale jobs that are left unfilled. Why is this?"
107,"One, it’s a lot easier and cheaper for us to throw kids into a classroom with textbooks and a teacher and say, “You’re going to go to college,” than it is to try and train them in skills that are going to give them a secure livelihood. Number two, we have fetishized college and stigmatized anything that’s not college. We’ve beaten Americans over the head, pretended everyone’s going to college and say, “It’s going to work for you.” And the Democrats are guilty of this. That’s why they’re yelling, “Free college, free college.” Meanwhile, again, only 33 percent of Americans are going to go to college, and that is a relatively stable number."
108,"The question of whether to prioritize free public college has divided the Democratic candidates. Senators Warren and Sanders say that four-year public colleges should be free, and Senator Cory Booker signed on to legislation that could make it debt-free. Senator Amy Klobuchar previously criticized the idea of “free college for all,” but then signed on to a version of a free-college proposal. Mr. Yang, though, has said he supports forgiving more student loan debt but thinks the Freedom Dividend is a better solution to inequality than free college."
109,KK: But access to college is still a civil rights issue in this country.
110,"President Obama referred to education as the “civil rights issue of our time,” as did former Secretary of Education Arne Duncan. Indeed, the gap between education outcomes for black and white students has barely budged in recent decades, according to research from the Brookings Institution. "
111,"It very much is. But if you were to apply resources, you would want to apply resources in ways that don’t necessarily advantage the top third of your population by educational attainment exclusively. You would be trying to build more paths with the other two-thirds, which investing in trades and apprenticeships would do, and you would try and provide for the people who are the weakest and most vulnerable in the job market, which are not going to be the people that are attending college. "
112,"Most American laborers work in the services sector, according to Pew Research — in July 2019, 107.8 million people worked in private service-providing industries including trade, transportation and utilities."
113,"Our economy is breaking down on all levels. Again, if you are fortunate enough to graduate from college today, you’re in the top third of the population, you’re graduating with tens of thousands in school loans very, very often, and there’s a 40 to 44 percent chance you’re going to do a job that does not require your college degree. That’s if you’re one of the winners in our society today. I spent seven years working with, frankly, some of the top educational products in our country. I saw that even the winners are not winning right now. And so imagine if you’re a nonwinner, what this looks like."
114,BS: Would you dilate what you’re talking — seven years doing what?
115,"I started and ran a national nonprofit called Venture for America that recruited enterprising college graduates to help grow businesses in Detroit, Cleveland, St. Louis, New Orleans, Birmingham, Baltimore, and nine other American cities. We helped create several thousand jobs. I’m very, very proud of that. But I realize that the jobs we were creating were only going to apply for a small slice of the population. And these jobs were pouring water into a bathtub that has a giant hole ripped in the bottom. I’m running for president to let America know that it is not our imagination, the water is rushing out of the bathtub. Immigrants have nothing to do with it. It’s the fact that we’re going through the greatest economic transformation."
116,"Mr. Yang founded Venture for America, a fellowship program for recent college graduates, in 2011, with the goal of creating 100,000 new jobs in the country’s most underresourced cities. As of 2019, the nonprofit has created around 3,500 jobs."
117,"BA: Just before we move on, maybe I can ask one more question. Of course, sure."
119,"BA: Your proposal is oddly regressive. On the benefits side you’re proposing that people will have to choose between this benefit and their existing federal benefits while someone like me just all the sudden gets a new check in their mailbox every month. On the funding side you’re relying on a VAT, which is an inherently regressive funding mechanism. You’ve proposed some offsets, but I still don’t understand why you don’t just embrace a progressive approach to taxation. Either raise top rates or a wealth tax. If there are people who need help, why aren’t you trying to help them as much as possible?"
120,"A VAT (value-added tax) is a tax on consumption, so the burden disproportionately falls on low-income households, who spend a larger portion of their income."
121,"I’m for a more progressive tax structure. It’s clear that the people at the top of the income chain are not paying enough. I don’t think a wealth tax will work. I like the spirit of a wealth tax, but if you look at other countries’ experience, Germany, France, Denmark, Sweden, very sophisticated developed countries, they tried a wealth tax and they wound up repealing it because it had massive compliance problems, and it did not generate anywhere near the revenue that was projected. "
122,"So if you cannot learn from the experiences of other countries, what can you learn from? We have to take a policy that actually works, and what those countries and every other developed country have determined works, is a value added tax. Because a value added tax is impossible to game your way out of. If you’re a trillion-dollar technology company — you know, I was just in New Hampshire campaigning yesterday, and you know what I say to them? I say to everyone around the country, Amazon, a trillion-dollar technology company sucking up $20 billion in business every year, closing 30 percent of your stores and malls, paying zero in taxes, how do you feel about that? You know? And they are angry. They say, how the heck can Amazon be paying zero in taxes? And I was like, I know. And it’s up to you, the people of New Hampshire, to change it. So if you look at other countries ——"
123,"In 1990, 12 European countries had some form of a wealth tax, while today only three have kept the policy — Norway, Spain and Switzerland. Reports by the O.E.C.D. and others have found that the tax led to an exodus of the wealthy and didn’t raise as much revenue as anticipated."
124,BA: But that doesn’t make our tax code more progressive.
125,"So if you look at other countries, they have a value-added tax and then they take those resources and put them to work toward various social programs in ways to balance out the inequality. Now, another thing I love about the value-added tax is you can either reduce it or exempt things like diapers, toilet paper, eggs, milk, things that Americans consume just to make ends meet, and you can dial it up on things like artificial intelligence, yachts, luxury watches. There are ways that you can make it so that it falls more heavily on people that would barely notice. And we’re taking the resources plus an additional hundreds of billions of dollars and putting it directly into the hands of working Americans. This would increase the buying power of literally 90 percent of Americans."
126,"BA: But just to be clear, it’s still not a progressive tax. There’s no model that says that you can use these kinds of exclusions and exemptions to make that progressive. You can make it less regressive. You’re still fundamentally proposing a nonprogressive means of revenue raising."
127,"A progressive tax is one in which the rate increases with income, while a regressive tax increases inversely with income."
128,"In a vacuum, you’re 100 percent correct. But it’s failing to account for the fact that we’re taking that money, and then some, and putting it directly into the hands of the American consumer."
129,"BA: But that just brings us to the other side of it, where what you’re proposing is not to give as much more money to the people who need it the most. You’re saying, if you get food stamps, the amount by which your government benefits increase will be less than for me or you."
130,"A working paper from the National Bureau of Economic Research found that U.B.I. could redirect spending to more affluent and middle-income families, therefore leaving low-income families worse off; a U.B.I. large enough to direct more funds to low-income households would be extremely costly. Read the paper here."
131,"Let’s say I’m on food stamps, and I’ve got a 15-year-old son and a 12-year-old daughter. I’m concerned about their future, very, very deeply. And then Andrew Yang becomes president, and I find out that my 15-year-old is going to get $1,000 a month starting at age 18 for the rest of his life, and my 12-year-old is going to get $1,000 a month for the rest of her life. I’m going to say, wow. That’s actually the biggest value gain I’ve ever even heard of in history. My kid will have a financial literacy class in high school, the first semester of their senior year. It is impossible to teach financial literacy to someone who does not have money. So the kids will actually learn about what to do with the money before they start getting the money."
132,"Other candidates have taken a different approach to creating a nest egg for low-income youth — Senator Booker, for example, favors baby bonds, which would provide every infant with a savings account that the government would contribute to annually depending on family income. "
133,"This is a game changer for Americans in any circumstance. And I am not for reducing or curtailing any of these social programs. For me, we’re trying to lay a foundation that works for all Americans, and then we need to keep building on top of it. So if there are people that post-Freedom Dividend need additional programs and assistance, I’m all for it."
134,"KK: I want to ask you, you were the C.E.O. of Manhattan Prep. How does test prep — doesn’t that contribute to income inequality in the United States?"
135,"Mr. Yang was the C.E.O. of a boutique test prep company that was purchased by Kaplan in 2009. The company flourished during the 2008 financial collapse, becoming the country’s foremost preparatory company for the GMAT as more people flocked to business school."
136,"Yeah, it does. It’s one reason why I think we need to de-emphasize — excuse me. KK: Take your time."
138,"Not at all. We originated the SAT during World War II as a way to determine which kids we did not want to send to the front lines. Now we treat our kids like every year is wartime. I’ve talked to parents and teachers around the country, and I’ve said, we need to de-emphasize these standardized tests. They are a terrible measurement of human value, certainly have nothing to do with character. At this point, as you said, they are more likely to test your parents’ socioeconomic status than anything else. "
139,The SAT was first administered in 1926 and evolved out of a test used for admission to Princeton University and Cooper Union. It was inspired by military experiments with I.Q. testing.
140,"So we need to have better, more holistic ways of measuring how our kids are doing educationally, and we need to empower teachers and let teachers do their jobs. Because if you are a teacher and you’re teaching to the test, you end up making decisions in the classroom that you know are not right for the students."
